step,start_us,end_us,latency_us
0,0.0,15259.391179776,15259.391179776
1,15259.391179776,30511.059735552,15251.668555776
2,30511.059735552,45785.976035329,15274.916299777
3,45785.976035329,61005.416239106,15219.440203777
4,61005.416239106,76285.853690882,15280.437451776
5,76285.853690882,92054.383942658,15768.530251776
6,92054.383942658,107296.562706434,15242.178763776
7,107296.562706434,122638.30691021,15341.744203776
