step,start_us,end_us,latency_us
0,0.0,13648.778443776,13648.778443776
1,13648.778443776,27289.637655552,13640.859211776
2,27289.637655552,40953.548003328,13663.910347777
3,40953.548003328,54561.785647105,13608.237643777
4,54561.785647105,68230.823930882,13669.038283777
5,68230.823930882,82387.758406658,14156.934475776
6,82387.758406658,96018.144786434,13630.386379776
7,96018.144786434,109747.89999821,13729.755211776
