step,start_us,end_us,latency_us
0,0.0,7874.086053888,7874.086053888
1,7874.086053888,15760.204363776,7886.118309888
2,15760.204363776,23599.444337664,7839.239973888
3,23599.444337664,31454.914839553,7855.470501889
4,31454.914839553,39855.772861441,8400.858021888
5,39855.772861441,47712.159971329,7856.387109888
6,47712.159971329,55641.491721217,7929.331749888
7,55641.491721217,63540.573487104,7899.081765888
