step,start_us,end_us,latency_us
0,0.0,8834.086053888,8834.086053888
1,8834.086053888,17680.204363776,8846.118309888
2,17680.204363776,26479.444337665,8799.239973889
3,26479.444337665,35294.914839553,8815.470501888
4,35294.914839553,44655.772861441,9360.858021888
5,44655.772861441,53472.159971328,8816.387109888
6,53472.159971328,62361.491721216,8889.331749888
7,62361.491721216,71220.573487103,8859.081765887
