policy,layer_records,dual_row_buffer,total_gpu_blocked_by_pim_cycles,total_gpu_column_issues,total_gpu_contended_us,total_gpu_contention_delta_us,total_gpu_isolated_us,total_pim_blocked_by_gpu_cycles,total_pim_column_issues,total_pim_contended_us,total_pim_contention_delta_us,total_pim_isolated_us,total_pim_queue_wait_cycles,total_pim_row_activations,total_pim_row_conflicts,total_total_memory_phase_us,mean_gpu_blocked_by_pim_cycles,mean_gpu_column_issues,mean_gpu_contended_us,mean_gpu_contention_delta_us,mean_gpu_isolated_us,mean_pim_blocked_by_gpu_cycles,mean_pim_column_issues,mean_pim_contended_us,mean_pim_contention_delta_us,mean_pim_isolated_us,mean_pim_queue_wait_cycles,mean_pim_row_activations,mean_pim_row_conflicts,mean_total_memory_phase_us
gpu-only,384,True,0,1046937600,10372.82688,0.0,10372.82688,0,0,0.0,0.0,0.0,0,0,0,10372.82688,0.0,2726400.0,27.01257,0.0,27.01257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01257
noexp,384,True,0,1046937600,10372.82688,0.0,10372.82688,0,0,0.0,0.0,0.0,0,0,0,10372.82688,0.0,2726400.0,27.01257,0.0,27.01257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01257
allexp,384,True,0,0,0.0,0.0,0.0,0,2220883968,75675.764736,0.0,75675.764736,6693104320512,69402624,69304320,75675.764736,0.0,0.0,0.0,0.0,0.0,0.0,5783552.0,197.072304,0.0,197.072304,17429959168.0,180736.0,180480.0,197.072304
pimoe,384,True,22650624,960528384,9491.928576,-6.399744,9498.32832,140800,22650624,778.435632,0.288912,778.14672,19762836352,759296,718848,9491.928576,58986.0,2501376.0,24.718564,-0.016666,24.73523,366.666666667,58986.0,2.027176125,0.000752375,2.02642375,51465719.666666664,1977.333333333,1872.0,24.718564
sieve,384,True,0,1046937600,10372.82688,0.0,10372.82688,0,0,0.0,0.0,0.0,0,0,0,10372.82688,0.0,2726400.0,27.01257,0.0,27.01257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01257
sieve-cycle-v1,384,True,249712384,817201152,8048.920776,-8.35692,8057.277696,515840,264651520,9029.348952,1.133496,9028.215456,338112083584,8353792,8255488,9502.345944,650292.666666667,2128128.0,20.960731187,-0.021762813,20.982494,1343.333333333,689196.666666667,23.513929562,0.002951813,23.51097775,880500217.6666666,21754.666666667,21498.666666667,24.745692562
sieve-fixed-16-cycle-v1,384,True,587776,1043103744,10333.777584,-0.201552,10333.979136,4352,587776,20.234448,0.008736,20.225712,440745472,19968,18688,10333.777584,1530.666666667,2716416.0,26.910879125,-0.000524875,26.911404,11.333333333,1530.666666667,0.052693875,2.275e-05,0.052671125,1147774.666666667,52.0,48.666666667,26.910879125
