step,start_us,end_us,latency_us
0,0.0,9043.618891776,9043.618891776
1,9043.618891776,18073.567767552,9029.948875776
2,18073.567767552,27047.494499328,8973.926731776
3,27047.494499328,36074.554159104,9027.059659776
4,36074.554159104,45105.475706881,9030.921547777
5,45105.475706881,54137.523526658,9032.047819777
6,54137.523526658,63177.476754435,9039.953227777
7,63177.476754435,72128.939870211,8951.463115776
