gpu_prefix_length,gpu_experts,gpu_tokens,pim_tokens,gpu_memory_us,gpu_compute_us,gpu_path_us,pim_path_us,scheduler_us,objective_us,isolation_available,step,layer,selected
4,3;34;59;80,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,17,False
5,3;34;59;80;122,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,17,False
6,3;34;59;80;122;124,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,17,False
7,3;34;59;80;100;122;124,110,18,20.296224,3.46137344,23.75759744,27.738672,20.0,47.738672,True,1,17,False
8,3;34;40;59;80;100;122;124,119,9,23.25336,3.499122176,26.752482176,13.904904,20.0,46.752482176,True,1,17,True
9,3;34;40;59;80;100;122;123;124,126,2,26.263848,3.528482304,29.792330304,3.112512,20.0,49.792330304,True,1,17,False
10,3;12;34;40;59;80;100;122;123;124,128,0,29.249064,3.536870912,32.785934912,0.0,20.0,52.785934912,True,1,17,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,18,False
1,33,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,18,False
2,33;49,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,18,False
3,33;49;58,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,18,False
4,33;49;58;82,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,18,False
5,33;49;58;82;91,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,18,False
6,33;49;58;82;91;107,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,18,False
7,33;49;58;82;91;107;112,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,18,True
8,33;49;58;82;91;107;112;126,128,0,23.288616,3.536870912,26.825486912,0.0,20.0,46.825486912,True,1,18,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,19,False
1,28,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,19,False
2,28;29,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,19,False
3,28;29;52,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,19,False
4,28;29;52;56,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,19,False
5,28;29;52;56;92,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,19,False
6,28;29;52;56;92;102,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,19,False
7,28;29;52;56;92;102;114,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,19,True
8,15;28;29;52;56;92;102;114,124,4,23.221536,3.520093696,26.741629696,6.190392,20.0,46.741629696,True,1,19,False
9,15;28;29;52;56;88;92;102;114,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,19,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,20,False
1,48,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,20,False
2,48;53,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,20,False
3,48;53;68,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,20,False
4,48;53;68;76,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,20,False
5,48;53;68;76;85,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,20,False
6,48;53;68;76;85;92,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,20,False
7,48;53;68;76;85;92;113,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,20,True
8,48;53;68;76;85;92;113;114,128,0,23.288616,3.536870912,26.825486912,0.0,20.0,46.825486912,True,1,20,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,21,False
1,2,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,21,False
2,2;8,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,21,False
3,2;8;11,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,21,False
4,2;8;11;26,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,21,False
5,2;8;11;26;56,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,21,False
6,2;8;11;26;56;63,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,21,False
7,2;8;11;13;26;56;63,111,17,20.337096,3.465567744,23.802663744,26.217672,20.0,46.217672,True,1,21,True
8,2;8;11;13;26;53;56;63,125,3,23.247432,3.524288,26.77172,4.670016,20.0,46.77172,True,1,21,False
9,0;2;8;11;13;26;53;56;63,126,2,26.263848,3.528482304,29.792330304,3.112512,20.0,49.792330304,True,1,21,False
10,0;2;4;8;11;13;26;53;56;63,127,1,29.236896,3.532676608,32.769572608,1.591512,20.0,52.769572608,True,1,21,False
11,0;2;4;6;8;11;13;26;53;56;63,128,0,32.264232,3.536870912,35.801102912,0.0,20.0,55.801102912,True,1,21,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,22,False
1,1,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,22,False
2,1;6,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,22,False
3,1;6;12,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,22,False
4,1;6;12;36,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,22,False
5,1;6;12;36;75,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,22,False
6,1;6;12;28;36;75,95,33,17.374656,3.39845888,20.77311488,50.843832,20.0,70.843832,True,1,22,False
7,1;6;12;28;36;75;118,110,18,20.296224,3.46137344,23.75759744,27.738672,20.0,47.738672,True,1,22,False
8,1;6;12;28;36;48;75;118,122,6,23.228712,3.511705088,26.740417088,9.268896,20.0,46.740417088,True,1,22,True
9,1;6;12;28;36;48;75;92;118,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,22,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,23,False
1,14,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,23,False
2,14;31,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,23,False
3,14;31;36,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,23,False
4,14;31;36;48,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,23,False
5,14;31;36;48;52,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,23,False
6,14;31;36;48;52;81,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,23,False
7,14;31;36;48;52;81;120,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,23,True
8,14;31;36;48;52;65;81;120,126,2,23.24868,3.528482304,26.777162304,3.112512,20.0,46.777162304,True,1,23,False
9,4;14;31;36;48;52;65;81;120,127,1,26.291616,3.532676608,29.824292608,1.591512,20.0,49.824292608,True,1,23,False
10,4;14;31;36;48;52;65;81;120;121,128,0,29.249064,3.536870912,32.785934912,0.0,20.0,52.785934912,True,1,23,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,24,False
1,11,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,24,False
2,11;18,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,24,False
3,11;18;20,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,24,False
4,11;18;20;28,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,24,False
5,11;18;20;28;37,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,24,False
6,11;18;20;28;37;91,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,24,False
7,11;18;20;28;37;91;125,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,24,True
8,11;18;20;28;37;91;108;125,122,6,23.228712,3.511705088,26.740417088,9.268896,20.0,46.740417088,True,1,24,False
9,11;18;20;27;28;37;91;108;125,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,24,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,25,False
1,13,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,25,False
2,13;30,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,25,False
3,13;30;34,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,25,False
4,13;30;34;91,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,25,False
5,13;30;34;91;110,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,25,False
6,13;30;34;91;110;124,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,25,False
7,13;30;34;91;110;124;126,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,25,True
8,13;30;34;43;91;110;124;126,121,7,23.186592,3.507510784,26.694102784,10.827336,20.0,46.694102784,True,1,25,False
9,13;30;34;43;74;91;110;124;126,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,25,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,26,False
1,2,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,26,False
2,2;49,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,26,False
3,2;49;72,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,26,False
4,2;49;72;87,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,26,False
5,2;49;72;87;97,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,26,False
6,2;49;72;87;97;109,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,26,False
7,2;49;72;87;97;109;113,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,26,True
8,2;5;49;72;87;97;109;113,121,7,23.186592,3.507510784,26.694102784,10.827336,20.0,46.694102784,True,1,26,False
9,2;5;29;49;72;87;97;109;113,124,4,26.236704,3.520093696,29.756797696,6.190392,20.0,49.756797696,True,1,26,False
10,2;5;29;49;72;78;87;97;109;113,127,1,29.236896,3.532676608,32.769572608,1.591512,20.0,52.769572608,True,1,26,False
11,2;5;29;49;72;78;87;97;109;113;121,128,0,32.264232,3.536870912,35.801102912,0.0,20.0,55.801102912,True,1,26,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,27,False
1,26,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,27,False
2,26;27,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,27,False
3,26;27;50,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,27,False
4,26;27;50;63,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,27,False
5,26;27;50;63;84,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,27,False
6,26;27;50;63;84;88,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,27,False
7,26;27;50;63;84;88;118,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,27,True
8,26;27;44;50;63;84;88;118,126,2,23.24868,3.528482304,26.777162304,3.112512,20.0,46.777162304,True,1,27,False
9,26;27;44;50;63;84;88;106;118,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,27,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,28,False
1,42,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,28,False
2,42;63,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,28,False
3,42;63;91,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,28,False
4,42;63;91;98,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,28,False
5,42;63;91;98;107,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,28,False
6,42;63;91;98;107;122,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,28,False
7,42;58;63;91;98;107;122,111,17,20.337096,3.465567744,23.802663744,26.217672,20.0,46.217672,True,1,28,True
8,10;42;58;63;91;98;107;122,124,4,23.221536,3.520093696,26.741629696,6.190392,20.0,46.741629696,True,1,28,False
9,10;42;49;58;63;91;98;107;122,127,1,26.291616,3.532676608,29.824292608,1.591512,20.0,49.824292608,True,1,28,False
10,10;42;49;58;63;70;91;98;107;122,128,0,29.249064,3.536870912,32.785934912,0.0,20.0,52.785934912,True,1,28,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,29,False
1,3,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,29,False
2,3;12,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,29,False
3,3;12;13,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,29,False
4,3;12;13;34,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,29,False
5,3;12;13;34;59,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,29,False
6,3;12;13;34;59;61,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,29,False
7,3;12;13;34;59;61;105,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,29,True
8,3;12;13;34;59;61;105;124,128,0,23.288616,3.536870912,26.825486912,0.0,20.0,46.825486912,True,1,29,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,30,False
1,6,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,30,False
2,6;48,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,30,False
3,6;48;58,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,30,False
4,6;48;58;62,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,30,False
5,6;48;58;62;93,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,30,False
6,6;48;58;62;93;120,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,30,False
7,6;48;58;62;93;120;126,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,30,True
8,6;48;58;62;93;104;120;126,122,6,23.228712,3.511705088,26.740417088,9.268896,20.0,46.740417088,True,1,30,False
9,6;48;58;62;93;94;104;120;126,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,30,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,31,False
1,24,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,31,False
2,24;36,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,31,False
3,24;36;38,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,31,False
4,24;36;38;41,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,31,False
5,24;36;38;41;56,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,31,False
6,24;36;38;41;56;72,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,31,False
7,24;36;38;41;56;72;102,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,31,True
8,11;24;36;38;41;56;72;102,127,1,23.276448,3.532676608,26.809124608,1.591512,20.0,46.809124608,True,1,31,False
9,11;24;36;38;41;56;63;72;102,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,31,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,32,False
1,10,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,32,False
2,10;48,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,32,False
3,10;48;76,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,32,False
4,10;48;76;85,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,32,False
5,10;48;76;85;113,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,32,False
6,10;48;76;85;113;118,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,32,False
7,10;48;76;83;85;113;118,111,17,20.337096,3.465567744,23.802663744,26.217672,20.0,46.217672,True,1,32,True
8,10;48;76;78;83;85;113;118,123,5,23.189712,3.515899392,26.705611392,7.747896,20.0,46.705611392,True,1,32,False
9,10;48;74;76;78;83;85;113;118,127,1,26.291616,3.532676608,29.824292608,1.591512,20.0,49.824292608,True,1,32,False
10,10;48;74;76;78;83;85;90;113;118,128,0,29.249064,3.536870912,32.785934912,0.0,20.0,52.785934912,True,1,32,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,33,False
1,4,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,33,False
2,4;11,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,33,False
3,4;11;26,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,33,False
4,4;11;26;53,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,33,False
5,4;11;26;53;63,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,33,False
6,4;11;15;26;53;63,95,33,17.374656,3.39845888,20.77311488,50.843832,20.0,70.843832,True,1,33,False
7,4;11;15;26;53;63;107,110,18,20.296224,3.46137344,23.75759744,27.738672,20.0,47.738672,True,1,33,False
8,4;11;13;15;26;53;63;107,123,5,23.189712,3.515899392,26.705611392,7.747896,20.0,46.705611392,True,1,33,True
9,4;11;13;15;26;34;53;63;107,126,2,26.263848,3.528482304,29.792330304,3.112512,20.0,49.792330304,True,1,33,False
10,4;11;13;15;26;34;44;53;63;107,127,1,29.236896,3.532676608,32.769572608,1.591512,20.0,52.769572608,True,1,33,False
11,4;11;13;15;26;34;44;53;63;107;115,128,0,32.264232,3.536870912,35.801102912,0.0,20.0,55.801102912,True,1,33,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,34,False
1,28,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,34,False
2,28;29,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,34,False
3,28;29;75,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,34,False
4,28;29;75;84,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,34,False
5,28;29;75;84;92,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,34,False
6,5;28;29;75;84;92,95,33,17.374656,3.39845888,20.77311488,50.843832,20.0,70.843832,True,1,34,False
7,5;22;28;29;75;84;92,110,18,20.296224,3.46137344,23.75759744,27.738672,20.0,47.738672,True,1,34,False
8,1;5;22;28;29;75;84;92,124,4,23.221536,3.520093696,26.741629696,6.190392,20.0,46.741629696,True,1,34,True
9,1;5;22;28;29;42;75;84;92,126,2,26.263848,3.528482304,29.792330304,3.112512,20.0,49.792330304,True,1,34,False
10,1;5;22;28;29;42;75;81;84;92,128,0,29.249064,3.536870912,32.785934912,0.0,20.0,52.785934912,True,1,34,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,35,False
1,28,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,35,False
2,28;31,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,35,False
3,28;31;77,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,35,False
4,28;31;77;81,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,35,False
5,28;31;77;81;104,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,35,False
6,28;31;77;81;104;110,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,35,False
7,28;31;77;81;104;110;120,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,35,True
8,28;31;62;77;81;104;110;120,121,7,23.186592,3.507510784,26.694102784,10.827336,20.0,46.694102784,True,1,35,False
9,15;28;31;62;77;81;104;110;120,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,35,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,36,False
1,11,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,36,False
2,11;18,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,36,False
3,11;18;28,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,36,False
4,11;18;28;62,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,36,False
5,11;18;28;62;109,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,36,False
6,11;18;28;62;109;125,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,36,False
7,11;18;28;62;106;109;125,108,20,20.312136,3.452984832,23.765120832,30.816864,20.0,50.816864,True,1,36,False
8,11;18;28;57;62;106;109;125,119,9,23.25336,3.499122176,26.752482176,13.904904,20.0,46.752482176,True,1,36,True
9,11;18;20;28;57;62;106;109;125,125,3,26.2626,3.524288,29.786888,4.670016,20.0,49.786888,True,1,36,False
10,11;18;20;28;57;62;106;109;111;125,127,1,29.236896,3.532676608,32.769572608,1.591512,20.0,52.769572608,True,1,36,False
11,11;18;20;28;57;62;77;106;109;111;125,128,0,32.264232,3.536870912,35.801102912,0.0,20.0,55.801102912,True,1,36,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,37,False
1,27,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,37,False
2,27;30,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,37,False
3,27;30;34,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,37,False
4,27;30;34;80,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,37,False
5,27;30;34;80;86,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,37,False
6,27;30;34;80;86;91,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,37,False
7,27;30;34;80;86;91;110,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,37,True
8,27;30;34;80;86;91;110;124,128,0,23.288616,3.536870912,26.825486912,0.0,20.0,46.825486912,True,1,37,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,38,False
1,2,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,38,False
2,2;19,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,38,False
3,2;19;91,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,38,False
4,2;19;91;97,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,38,False
5,2;19;91;97;109,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,38,False
6,2;19;91;97;109;110,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,38,False
7,2;19;91;97;109;110;113,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,38,True
8,2;19;91;97;109;110;113;121,128,0,23.288616,3.536870912,26.825486912,0.0,20.0,46.825486912,True,1,38,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,39,False
1,14,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,39,False
2,14;16,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,39,False
3,14;16;48,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,39,False
4,14;16;48;50,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,39,False
5,14;16;48;50;84,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,39,False
6,14;16;48;50;84;99,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,39,False
7,14;16;48;50;84;99;118,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,39,True
8,14;16;48;50;84;88;99;118,125,3,23.247432,3.524288,26.77172,4.670016,20.0,46.77172,True,1,39,False
9,14;16;48;50;84;88;99;112;118,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,39,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,40,False
1,4,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,40,False
2,4;19,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,40,False
3,4;19;34,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,40,False
4,4;19;34;50,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,40,False
5,4;19;34;50;53,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,40,False
6,4;19;34;50;53;91,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,40,False
7,4;19;34;50;53;91;98,112,16,20.327112,3.469762048,23.796874048,24.661104,20.0,44.661104,True,1,40,True
8,4;19;34;46;50;53;91;98,121,7,23.186592,3.507510784,26.694102784,10.827336,20.0,46.694102784,True,1,40,False
9,4;19;34;46;50;53;91;97;98,128,0,26.303784,3.536870912,29.840654912,0.0,20.0,49.840654912,True,1,40,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,41,False
1,80,16,112,2.461056,3.067108864,5.528164864,172.447704,20.0,192.447704,True,1,41,False
2,80;83,32,96,5.406336,3.134217728,8.540553728,147.822168,20.0,167.822168,True,1,41,False
3,80;83;100,48,80,8.421504,3.201326592,11.622830592,123.196632,20.0,143.196632,True,1,41,False
4,80;83;100;116,64,64,11.366784,3.268435456,14.635219456,98.535528,20.0,118.535528,True,1,41,False
5,80;83;100;116;123,80,48,14.381952,3.33554432,17.71749632,73.909992,20.0,93.909992,True,1,41,False
6,80;83;100;116;123;124,96,32,17.385888,3.402653184,20.788541184,49.285704,20.0,69.285704,True,1,41,False
7,37;80;83;100;116;123;124,111,17,20.337096,3.465567744,23.802663744,26.217672,20.0,46.217672,True,1,41,True
8,30;37;80;83;100;116;123;124,122,6,23.228712,3.511705088,26.740417088,9.268896,20.0,46.740417088,True,1,41,False
9,30;37;61;80;83;100;116;123;124,127,1,26.291616,3.532676608,29.824292608,1.591512,20.0,49.824292608,True,1,41,False
10,30;37;51;61;80;83;100;116;123;124,128,0,29.249064,3.536870912,32.785934912,0.0,20.0,52.785934912,True,1,41,False
0,,0,128,0.0,0.0,0.0,197.072304,20.0,217.072304,True,1,42,False
