step,start_us,end_us,latency_us
0,0.0,16219.391179776,16219.391179776
1,16219.391179776,32431.059735552,16211.668555776
2,32431.059735552,48665.976035329,16234.916299777
3,48665.976035329,64845.416239106,16179.440203777
4,64845.416239106,81085.853690882,16240.437451776
5,81085.853690882,97775.280120706,16689.426429824
6,97775.280120706,113977.458884482,16202.178763776
7,113977.458884482,130279.203088258,16301.744203776
