step,start_us,end_us,latency_us
0,0.0,2570.166309888,2570.166309888
1,2570.166309888,5083.352395776,2513.186085888
2,5083.352395776,7638.779249664,2555.426853888
3,7638.779249664,10203.000471552,2564.221221888
4,10203.000471552,12779.45055744,2576.450085888
5,12779.45055744,15382.646243328,2603.195685888
6,15382.646243328,17902.424073216,2519.777829888
7,17902.424073216,20452.381999105,2549.957925889
