design_id,channels,total_pseudo_channels,mac_interval_ps,partial_scalar_bytes,isolated_branch_us_per_layer,unified_branch_us_per_layer,unified_minus_isolated_us_per_layer,unified_over_isolated,query_link_us,pim_gwrite_us,pim_mac_us,pim_read_us,result_link_us,ideal_overlap_decode_ms,ideal_overlap_throughput_tokens_per_s,serialized_decode_ms,serialized_throughput_tokens_per_s,serialized_beats_memory_only,serialized_beats_resident
c2_mac49152_p4,2,4,49152,4,9130.147728,9130.145856,-0.0018720000007306226,0.9999997949649824,1.36656,2.097576,9113.075712,4.272216,9.33348,573.3112993759162,13.954024643694414,1011.5583004639161,7.908590138928303,False,False
c4_mac24576_p4,4,8,24576,4,2304.426384000001,2304.424512,-0.0018720000007306226,0.9999991876503351,1.36656,2.097576,2278.268616,4.272528,18.41892,573.3112993759162,13.954024643694414,683.9236759519162,11.69721166454025,True,True
c8_mac24576_p4,8,16,24576,4,1183.474968,1183.473408,-0.001559999999926731,0.9999986818479122,1.36656,2.097576,1139.146632,4.272528,36.5898,573.3112993759162,13.954024643694414,630.1180229599162,12.696034248347322,True,True
