context_length,total_pseudo_channels,seed,head_dim,logit_std,scalar_format,max_abs_error,mean_abs_error,rmse,relative_l2_error,cosine_similarity,vs_fp32_partial_max_abs_error,vs_fp32_partial_mean_abs_error,vs_fp32_partial_rmse,vs_fp32_partial_relative_l2_error,vs_fp32_partial_cosine_similarity
4096,8,5,128,4.0,bf16,0.006626458581237865,0.0024848985448864443,0.00299197969774608,0.01179306154106445,0.9999317846535655,0.006626414016127902,0.002484901034840351,0.0029919815929632405,0.0117930687795071,0.9999317846000372
4096,8,5,128,4.0,fp16,0.0015221979631567344,0.0005718877365448504,0.0006926402419337968,0.002730081693099863,0.9999962908820829,0.001522208123619695,0.0005718864030152984,0.0006926392664302141,0.0027300777944656344,0.9999962908964098
4096,8,6,128,4.0,fp32,6.456871470827963e-08,1.758843646716242e-08,2.2021958988520444e-08,9.557689619441422e-08,0.9999999999999987,0.0,0.0,0.0,0.0,1.0
4096,8,6,128,4.0,bf16,0.0075755386681986,0.0025253906040941312,0.0030835716043136757,0.013382923984517523,0.9999310242813642,0.007575474099483892,0.0025253816342595643,0.003083559834794793,0.013382871875272507,0.9999310244812275
4096,8,6,128,4.0,fp16,0.0009055909413833163,0.00029880575881767696,0.0003641648163284469,0.0015805016649983474,0.9999989323902649,0.000905558865427647,0.0002987961628660368,0.0003641541563895167,0.0015804552786092341,0.9999989324172402
4096,8,7,128,4.0,fp32,1.574392962666593e-07,4.0478761584901034e-08,5.131743863461836e-08,1.088176820997507e-07,1.0000000000000002,0.0,0.0,0.0,0.0,1.0
4096,8,7,128,4.0,bf16,0.011928398069383395,0.0036210997501904016,0.004517542157750169,0.009579364821662354,0.9999930448041224,0.011928485757297658,0.0036211384859392627,0.004517590378538487,0.009579468080890583,0.9999930447520026
4096,8,7,128,4.0,fp16,0.0021434997848881476,0.0006626067061195624,0.0008133684774492635,0.00172473285424898,0.9999998930157494,0.002143342345591881,0.0006625669531175356,0.0008133194195727735,0.0017246290093893835,0.9999998930203267
4096,8,8,128,4.0,fp32,1.5521512697347362e-07,6.40055440625656e-08,7.362033666504758e-08,3.176005566720716e-07,0.9999999999999726,0.0,0.0,0.0,0.0,1.0
4096,8,8,128,4.0,bf16,0.005162218173521249,0.0015540378356069357,0.001885841585168144,0.00813558269870155,0.9999848055524956,0.005162073191127825,0.0015540149961169305,0.001885807503585832,0.008135437438452412,0.9999848054405337
4096,8,8,128,4.0,fp16,0.0006006144402082025,0.0001539379567268447,0.00019290397034927423,0.0008321940803656972,0.9999998825450381,0.0006007594226016266,0.00015398116918867812,0.0001929588413724136,0.0008324309767548259,0.9999998824951074
4096,16,1,128,1.0,fp32,1.253301899761805e-08,3.265604550789517e-09,4.224876166485581e-09,7.434658169622936e-08,0.9999999999999974,0.0,0.0,0.0,0.0,1.0
4096,16,1,128,1.0,bf16,0.00043776289174567856,9.978300138418468e-05,0.0001320058068361871,0.002322951044145532,0.9999974652200161,0.00043776946106347317,9.978412169851443e-05,0.0001320073489382373,0.002322978208197482,0.9999974651501992
4096,16,1,128,1.0,fp16,0.00010355237056755562,3.551879929800717e-05,4.342887647725828e-05,0.0007642326983698955,0.999999709850444,0.00010355235904373206,3.552127643615575e-05,4.343155562150868e-05,0.0007642798531170071,0.999999709813688
4096,16,2,128,1.0,fp32,1.6454565836612756e-08,6.497544999432859e-09,7.757167474974342e-09,2.5724394552760487e-07,0.9999999999999681,0.0,0.0,0.0,0.0,1.0
