step,start_us,end_us,latency_us
0,0.0,16017.225591488,16017.225591488
1,16017.225591488,32038.148067456,16020.922475968
2,32038.148067456,48063.526728257,16025.378660801
3,48063.526728257,64076.651563649,16013.124835393
4,64076.651563649,80097.162536962,16020.510973313
5,80097.162536962,96232.250137666,16135.087600704
6,96232.250137666,112249.035884931,16016.785747265
7,112249.035884931,128294.470507652,16045.434622721
