step,start_us,end_us,latency_us
0,0.0,15148.310565888,15148.310565888
1,15148.310565888,30259.166155776,15110.855589888
2,30259.166155776,45423.805553664,15164.639397888
3,45423.805553664,60604.424343553,15180.618789888
4,60604.424343553,75720.71622144,15116.291877887
5,75720.71622144,90848.789219326,15128.072997886
6,90848.789219326,106011.072393213,15162.283173887
7,106011.072393213,121138.4265431,15127.354149887
