step,start_us,end_us,latency_us
0,0.0,2939.722533888,2939.722533888
1,2939.722533888,5891.673931776,2951.951397888
2,5891.673931776,8795.760497664,2904.086565888
3,8795.760497664,11715.091095552,2919.330597888
4,11715.091095552,15180.00582144,3464.914725888
5,15180.00582144,18099.463139328,2919.457317888
6,18099.463139328,21090.893577216,2991.430437888
7,21090.893577216,24052.270639105,2961.377061888
