policy,layer_records,dual_row_buffer,total_gpu_blocked_by_pim_cycles,total_gpu_column_issues,total_gpu_contended_us,total_gpu_contention_delta_us,total_gpu_isolated_us,total_pim_blocked_by_gpu_cycles,total_pim_column_issues,total_pim_contended_us,total_pim_contention_delta_us,total_pim_isolated_us,total_pim_queue_wait_cycles,total_pim_row_activations,total_pim_row_conflicts,total_total_memory_phase_us,mean_gpu_blocked_by_pim_cycles,mean_gpu_column_issues,mean_gpu_contended_us,mean_gpu_contention_delta_us,mean_gpu_isolated_us,mean_pim_blocked_by_gpu_cycles,mean_pim_column_issues,mean_pim_contended_us,mean_pim_contention_delta_us,mean_pim_isolated_us,mean_pim_queue_wait_cycles,mean_pim_row_activations,mean_pim_row_conflicts,mean_total_memory_phase_us
sieve-fixed-16-cycle-v1,96,True,139235328,452984832,4523.710464,-0.808704,4524.519168,159744,143155200,4881.097728,0.359424,4880.738304,245404938240,4497408,4472832,4881.097728,1450368.0,4718592.0,47.121984,-0.008424,47.130408,1664.0,1491200.0,50.844768,0.003744,50.841024,2556301440.0,46848.0,46592.0,50.844768
sieve-cycle-v1,96,True,139235328,452984832,4523.710464,-0.808704,4524.519168,159744,143155200,4881.097728,0.359424,4880.738304,245404938240,4497408,4472832,4881.097728,1450368.0,4718592.0,47.121984,-0.008424,47.130408,1664.0,1491200.0,50.844768,0.003744,50.841024,2556301440.0,46848.0,46592.0,50.844768
