step,layer,expert_id,token_count,target
0,0,14,8,gpu
0,0,31,8,gpu
0,0,43,8,gpu
0,0,63,8,gpu
0,0,83,8,gpu
0,0,93,8,gpu
0,0,97,8,gpu
0,0,120,8,pim
0,1,8,8,gpu
0,1,26,8,gpu
0,1,33,8,gpu
0,1,34,8,gpu
0,1,41,8,gpu
0,1,42,8,gpu
0,1,124,8,gpu
0,1,126,8,pim
0,2,10,8,gpu
0,2,53,8,gpu
0,2,56,8,gpu
0,2,62,8,gpu
0,2,67,8,gpu
0,2,72,8,gpu
0,2,92,8,gpu
0,2,123,8,pim
0,3,23,7,gpu
0,3,46,8,gpu
0,3,56,8,gpu
0,3,67,4,pim
0,3,69,1,pim
0,3,80,4,pim
0,3,99,8,gpu
0,3,101,8,gpu
0,3,108,8,gpu
0,3,114,8,gpu
0,4,12,8,gpu
0,4,43,8,gpu
0,4,65,8,gpu
0,4,95,1,pim
0,4,100,8,gpu
0,4,107,8,gpu
0,4,108,8,gpu
0,4,110,8,gpu
0,4,127,7,pim
0,5,4,8,gpu
0,5,19,8,gpu
0,5,20,8,gpu
0,5,32,1,pim
0,5,46,8,gpu
0,5,53,8,gpu
0,5,65,8,gpu
0,5,94,7,pim
0,5,104,8,gpu
0,6,22,8,gpu
0,6,33,8,gpu
0,6,49,8,gpu
0,6,58,8,gpu
0,6,74,1,pim
0,6,82,8,gpu
0,6,92,7,pim
0,6,121,8,gpu
0,6,126,8,gpu
0,7,15,8,gpu
0,7,19,8,gpu
0,7,24,8,gpu
0,7,29,8,gpu
0,7,36,8,gpu
0,7,52,8,gpu
0,7,56,8,gpu
0,7,114,8,pim
0,8,22,8,gpu
0,8,23,8,gpu
0,8,50,8,gpu
0,8,53,2,pim
0,8,58,6,pim
0,8,66,8,gpu
0,8,83,8,gpu
0,8,85,8,gpu
0,8,102,8,gpu
0,9,2,8,gpu
0,9,11,4,pim
0,9,13,8,gpu
0,9,16,8,gpu
0,9,23,8,gpu
0,9,26,8,gpu
0,9,63,8,gpu
0,9,95,4,pim
0,9,98,8,gpu
0,10,1,8,gpu
0,10,5,8,gpu
0,10,6,5,pim
0,10,12,7,gpu
0,10,28,8,gpu
0,10,31,5,pim
0,10,36,7,gpu
0,10,90,8,gpu
0,10,92,8,gpu
0,11,48,7,gpu
0,11,52,4,pim
0,11,54,8,gpu
0,11,72,5,pim
0,11,81,8,gpu
0,11,103,8,gpu
0,11,109,1,pim
0,11,110,7,gpu
0,11,120,8,gpu
0,11,121,8,gpu
0,12,11,8,gpu
0,12,18,8,gpu
0,12,27,8,gpu
0,12,41,8,gpu
0,12,62,8,gpu
0,12,71,8,gpu
0,12,92,8,gpu
0,12,125,8,pim
0,13,27,8,gpu
0,13,30,7,pim
0,13,33,8,gpu
0,13,34,8,gpu
0,13,61,8,gpu
0,13,63,8,gpu
0,13,80,8,gpu
0,13,93,1,pim
0,13,117,8,gpu
0,14,2,8,gpu
0,14,5,8,gpu
0,14,49,8,gpu
0,14,63,8,gpu
0,14,78,7,gpu
0,14,92,8,gpu
0,14,97,2,pim
0,14,109,7,pim
0,14,113,8,gpu
0,15,2,8,gpu
0,15,26,8,gpu
0,15,50,8,gpu
0,15,58,8,gpu
0,15,63,8,gpu
0,15,84,8,gpu
0,15,88,8,gpu
0,15,127,8,pim
0,16,10,8,gpu
0,16,35,7,pim
0,16,42,8,gpu
0,16,48,8,gpu
0,16,82,1,pim
0,16,97,8,gpu
0,16,98,8,gpu
0,16,107,8,gpu
0,16,122,8,gpu
0,17,3,8,gpu
0,17,34,8,gpu
0,17,40,5,pim
0,17,59,8,gpu
0,17,80,8,gpu
0,17,100,6,gpu
0,17,122,8,gpu
0,17,123,5,pim
0,17,124,8,gpu
0,18,33,8,gpu
0,18,49,8,gpu
0,18,58,8,gpu
0,18,74,1,pim
0,18,82,8,gpu
0,18,91,7,pim
0,18,107,8,gpu
0,18,112,8,gpu
0,18,126,8,gpu
0,19,15,6,pim
0,19,28,8,gpu
0,19,29,8,gpu
0,19,52,8,gpu
0,19,56,8,gpu
0,19,88,2,pim
0,19,92,8,gpu
0,19,102,8,gpu
0,19,114,8,gpu
0,20,48,8,gpu
0,20,53,8,gpu
0,20,68,8,gpu
0,20,76,8,gpu
0,20,85,8,gpu
0,20,92,8,gpu
0,20,113,8,gpu
0,20,114,8,pim
0,21,2,8,gpu
0,21,4,1,pim
0,21,6,3,pim
0,21,8,8,gpu
0,21,11,8,gpu
0,21,13,8,gpu
0,21,26,8,gpu
0,21,53,4,pim
0,21,56,8,gpu
0,21,63,8,gpu
0,22,1,8,gpu
0,22,6,8,gpu
0,22,12,8,gpu
0,22,28,7,gpu
0,22,36,8,gpu
0,22,48,6,pim
0,22,75,8,gpu
0,22,92,3,pim
0,22,118,8,gpu
0,23,4,1,pim
0,23,14,8,gpu
0,23,31,8,gpu
0,23,36,8,gpu
0,23,48,8,gpu
0,23,52,8,gpu
0,23,65,4,pim
0,23,81,8,gpu
0,23,120,8,gpu
0,23,121,3,pim
0,24,11,8,gpu
0,24,18,8,gpu
0,24,20,8,gpu
0,24,27,3,pim
0,24,28,8,gpu
0,24,37,8,gpu
0,24,41,1,pim
0,24,91,8,gpu
0,24,108,4,pim
0,24,125,8,gpu
0,25,13,8,gpu
0,25,30,8,gpu
0,25,34,8,gpu
0,25,43,6,pim
0,25,74,2,pim
0,25,91,8,gpu
0,25,110,8,gpu
0,25,124,8,gpu
0,25,126,8,gpu
0,26,2,8,gpu
0,26,5,6,pim
0,26,49,8,gpu
0,26,72,8,gpu
0,26,78,2,pim
0,26,87,8,gpu
0,26,97,8,gpu
0,26,109,8,gpu
0,26,113,8,gpu
0,27,26,8,gpu
0,27,27,8,gpu
0,27,44,6,pim
0,27,50,8,gpu
0,27,63,8,gpu
0,27,84,8,gpu
0,27,88,8,gpu
0,27,106,2,pim
0,27,118,8,gpu
0,28,10,8,gpu
0,28,42,8,gpu
0,28,49,3,pim
0,28,58,5,pim
0,28,63,8,gpu
0,28,91,8,gpu
0,28,98,8,gpu
0,28,107,8,gpu
0,28,122,8,gpu
0,29,3,8,gpu
0,29,12,8,gpu
0,29,13,8,gpu
0,29,34,8,gpu
0,29,37,1,pim
0,29,59,8,gpu
0,29,61,8,gpu
0,29,105,7,pim
0,29,124,8,gpu
0,30,6,8,gpu
0,30,48,8,gpu
0,30,58,8,gpu
0,30,62,8,gpu
0,30,93,8,gpu
0,30,104,8,gpu
0,30,120,8,gpu
0,30,126,8,pim
0,31,11,8,gpu
0,31,24,8,gpu
0,31,36,8,gpu
0,31,38,8,gpu
0,31,41,8,gpu
0,31,56,8,gpu
0,31,72,8,gpu
0,31,102,8,pim
0,32,10,8,gpu
0,32,48,8,gpu
0,32,74,1,pim
0,32,76,8,gpu
0,32,78,7,pim
0,32,83,8,gpu
0,32,85,8,gpu
0,32,113,8,gpu
0,32,118,8,gpu
0,33,4,8,gpu
0,33,11,8,gpu
0,33,13,6,pim
0,33,15,8,gpu
0,33,26,8,gpu
0,33,34,2,pim
0,33,53,8,gpu
0,33,63,8,gpu
0,33,107,8,gpu
0,34,1,7,gpu
0,34,5,6,pim
0,34,22,7,gpu
0,34,28,8,gpu
0,34,29,8,gpu
0,34,42,3,pim
0,34,75,8,gpu
0,34,81,1,pim
0,34,84,8,gpu
0,34,92,8,gpu
0,35,15,4,pim
0,35,28,8,gpu
0,35,31,8,gpu
0,35,62,4,pim
0,35,77,8,gpu
0,35,81,8,gpu
0,35,104,8,gpu
0,35,110,8,gpu
0,35,120,8,gpu
0,36,11,8,gpu
0,36,18,8,gpu
0,36,20,2,pim
0,36,28,8,gpu
0,36,57,8,gpu
0,36,62,8,gpu
0,36,106,6,pim
0,36,109,8,gpu
0,36,125,8,gpu
0,37,27,8,gpu
0,37,30,8,gpu
0,37,34,8,gpu
0,37,80,8,gpu
0,37,86,8,gpu
0,37,91,8,gpu
0,37,110,8,gpu
0,37,124,8,pim
0,38,2,8,gpu
0,38,19,8,gpu
0,38,91,8,gpu
0,38,97,8,gpu
0,38,109,8,gpu
0,38,110,8,gpu
0,38,113,8,gpu
0,38,121,8,pim
0,39,14,8,gpu
0,39,16,8,gpu
0,39,48,8,gpu
0,39,50,8,gpu
0,39,84,8,gpu
0,39,88,6,pim
0,39,99,8,gpu
0,39,112,2,pim
0,39,118,8,gpu
0,40,4,8,gpu
0,40,19,8,gpu
0,40,34,8,gpu
0,40,46,5,pim
0,40,50,8,gpu
0,40,53,8,gpu
0,40,91,8,gpu
0,40,97,3,pim
0,40,98,8,gpu
0,41,30,6,gpu
0,41,37,6,pim
0,41,51,2,pim
0,41,61,2,pim
0,41,80,8,gpu
0,41,83,8,gpu
0,41,100,8,gpu
0,41,116,8,gpu
0,41,123,8,gpu
0,41,124,8,gpu
0,42,21,8,gpu
0,42,30,8,gpu
0,42,43,8,gpu
0,42,63,8,gpu
0,42,66,8,gpu
0,42,76,8,gpu
0,42,88,8,gpu
0,42,119,8,pim
0,43,10,3,pim
0,43,11,8,gpu
0,43,29,8,gpu
0,43,32,8,gpu
0,43,37,2,pim
0,43,45,8,gpu
0,43,86,3,pim
0,43,91,8,gpu
0,43,94,8,gpu
