step,start_us,end_us,latency_us
0,0.0,5773.7928992,5773.7928992
1,5773.7928992,11548.872565312,5775.079666112
2,11548.872565312,17323.929987904,5775.057422592
3,17323.929987904,23099.911910016,5775.981922112
4,23099.911910016,28877.058124609,5777.146214592
5,28877.058124609,34653.999781505,5776.941656896
6,34653.999781505,40432.179288833,5778.179507328
7,40432.179288833,46211.371524161,5779.192235328
