step,start_us,end_us,latency_us
0,0.0,3831.481291776,3831.481291776
1,3831.481291776,7654.253463552,3822.772171776
2,7654.253463552,11498.118755328,3843.865291776
3,11498.118755328,15285.521455104,3787.402699776
4,15285.521455104,19132.93490688,3847.413451776
5,19132.93490688,23466.286534656,4333.351627776
6,23466.286534656,27272.300178432,3806.013643776
7,27272.300178432,31176.892766207,3904.592587776
