step,layer,expert,assignment_count,normalized_assignment_share,routing_weight_sum,hot_rank
0,0,14,8,0.125,0.504041553,1
0,0,31,8,0.125,0.857403278,2
0,0,43,8,0.125,0.536549211,3
0,0,63,8,0.125,1.050512433,4
0,0,83,8,0.125,2.442514658,5
0,0,93,8,0.125,0.898550987,6
0,0,97,8,0.125,0.520041347,7
0,0,120,8,0.125,1.190386534,8
0,1,8,8,0.125,1.975296825,1
0,1,26,8,0.125,0.583896585,2
0,1,33,8,0.125,0.565931864,3
0,1,34,8,0.125,0.866336279,4
0,1,41,8,0.125,1.975296825,5
0,1,42,8,0.125,0.715405084,6
0,1,124,8,0.125,0.602431454,7
0,1,126,8,0.125,0.715405084,8
0,2,10,8,0.125,0.526328668,1
0,2,53,8,0.125,1.154083624,2
0,2,56,8,0.125,0.647382274,3
0,2,62,8,0.125,0.627464399,4
0,2,67,8,0.125,1.004654467,5
0,2,72,8,0.125,2.765803367,6
0,2,92,8,0.125,0.481093861,7
0,2,123,8,0.125,0.793189339,8
0,3,46,8,0.125,0.834525377,1
0,3,56,8,0.125,0.876285098,2
0,3,99,8,0.125,1.315459698,3
0,3,101,8,0.125,1.416808531,4
0,3,108,8,0.125,0.767308399,5
0,3,114,8,0.125,1.330968469,6
0,3,23,7,0.109375,0.635028496,7
0,3,67,4,0.0625,0.363702729,8
0,3,80,4,0.0625,0.368475877,0
0,3,69,1,0.015625,0.091437325,0
0,4,12,8,0.125,1.310770079,1
0,4,43,8,0.125,0.947787739,2
0,4,65,8,0.125,1.207586348,3
0,4,100,8,0.125,0.9627278,4
0,4,107,8,0.125,0.874852769,5
0,4,108,8,0.125,0.895612173,6
0,4,110,8,0.125,0.922384396,7
0,4,127,7,0.109375,0.768994026,8
0,4,95,1,0.015625,0.109284669,0
0,5,4,8,0.125,1.024878889,1
0,5,19,8,0.125,0.873180635,2
0,5,20,8,0.125,0.915100053,3
0,5,46,8,0.125,1.114661813,4
0,5,53,8,0.125,0.888672613,5
0,5,65,8,0.125,1.21235463,6
0,5,104,8,0.125,1.108136177,7
0,5,94,7,0.109375,0.756180473,8
0,5,32,1,0.015625,0.106834717,0
0,6,22,8,0.125,0.759678826,1
0,6,33,8,0.125,0.879579537,2
0,6,49,8,0.125,0.89336925,3
0,6,58,8,0.125,1.071342662,4
0,6,82,8,0.125,0.788455769,5
0,6,121,8,0.125,0.89336925,6
0,6,126,8,0.125,1.982191786,7
0,6,92,7,0.109375,0.641113028,8
0,6,74,1,0.015625,0.090899892,0
0,7,15,8,0.125,1.215288877,1
0,7,19,8,0.125,0.877041079,2
0,7,24,8,0.125,0.957650959,3
0,7,29,8,0.125,0.890944019,4
0,7,36,8,0.125,0.924561165,5
0,7,52,8,0.125,0.92272459,6
0,7,56,8,0.125,1.164160401,7
0,7,114,8,0.125,1.047628909,8
0,8,22,8,0.125,0.938545376,1
0,8,23,8,0.125,0.906118087,2
0,8,50,8,0.125,0.911459275,3
0,8,66,8,0.125,1.448002294,4
0,8,83,8,0.125,0.929422885,5
0,8,85,8,0.125,0.907900706,6
0,8,102,8,0.125,1.097295269,7
0,8,58,6,0.09375,0.646237701,8
0,8,53,2,0.03125,0.215018407,0
0,9,2,8,0.125,0.936604187,1
0,9,13,8,0.125,0.878206,2
0,9,16,8,0.125,0.886726022,3
0,9,23,8,0.125,1.024615839,4
0,9,26,8,0.125,1.532584116,5
0,9,63,8,0.125,0.893697917,6
0,9,98,8,0.125,0.989689514,7
0,9,11,4,0.0625,0.422819607,8
0,9,95,4,0.0625,0.435056798,0
0,10,1,8,0.125,1.215624288,1
0,10,5,8,0.125,0.963728242,2
0,10,28,8,0.125,0.941214509,3
0,10,90,8,0.125,1.210953414,4
0,10,92,8,0.125,1.109112382,5
0,10,12,7,0.109375,0.743936323,6
0,10,36,7,0.109375,0.754776247,7
0,10,6,5,0.078125,0.528337985,8
0,10,31,5,0.078125,0.53231661,0
0,11,54,8,0.125,1.019972309,1
0,11,81,8,0.125,1.54947114,2
0,11,103,8,0.125,0.862284735,3
0,11,120,8,0.125,1.079478264,4
0,11,121,8,0.125,0.961807743,5
0,11,48,7,0.109375,0.730955504,6
0,11,110,7,0.109375,0.740631223,7
0,11,72,5,0.078125,0.526849084,8
0,11,52,4,0.0625,0.425260141,0
0,11,109,1,0.015625,0.103289858,0
0,12,11,8,0.125,1.024536148,1
0,12,18,8,0.125,1.26994881,2
0,12,27,8,0.125,1.101172775,3
0,12,41,8,0.125,0.975621723,4
0,12,62,8,0.125,0.850748233,5
0,12,71,8,0.125,0.867802054,6
0,12,92,8,0.125,0.903826468,7
0,12,125,8,0.125,1.006343789,8
0,13,27,8,0.125,0.974488072,1
0,13,33,8,0.125,0.983998038,2
0,13,34,8,0.125,1.093361944,3
0,13,61,8,0.125,0.959422179,4
0,13,63,8,0.125,1.091273725,5
0,13,80,8,0.125,0.938970305,6
0,13,117,8,0.125,1.041356742,7
0,13,30,7,0.109375,0.802898332,8
0,13,93,1,0.015625,0.114230663,0
0,14,2,8,0.125,1.50397265,1
0,14,5,8,0.125,0.937431872,2
0,14,49,8,0.125,0.82566274,3
0,14,63,8,0.125,0.948736891,4
0,14,92,8,0.125,0.905072518,5
0,14,113,8,0.125,1.306562036,6
0,14,78,7,0.109375,0.684092648,7
0,14,109,7,0.109375,0.692266405,8
0,14,97,2,0.03125,0.196202241,0
0,15,2,8,0.125,0.916600436,1
0,15,26,8,0.125,0.815334581,2
0,15,50,8,0.125,1.243050978,3
0,15,58,8,0.125,1.143097728,4
0,15,63,8,0.125,0.793334134,5
0,15,84,8,0.125,1.425341591,6
0,15,88,8,0.125,0.84946274,7
0,15,127,8,0.125,0.813777812,8
0,16,10,8,0.125,0.691022187,1
0,16,42,8,0.125,1.064123154,2
0,16,48,8,0.125,1.352900118,3
0,16,97,8,0.125,0.995682344,4
0,16,98,8,0.125,1.210416168,5
0,16,107,8,0.125,1.074448258,6
0,16,122,8,0.125,1.013390362,7
0,16,35,7,0.109375,0.52265349,8
0,16,82,1,0.015625,0.075363919,0
0,17,3,8,0.125,0.81469845,1
0,17,34,8,0.125,0.860416263,2
0,17,59,8,0.125,0.976965182,3
0,17,80,8,0.125,1.266670674,4
0,17,122,8,0.125,1.296721384,5
0,17,124,8,0.125,1.309489891,6
0,17,100,6,0.09375,0.5531874,7
0,17,40,5,0.078125,0.461252704,8
0,17,123,5,0.078125,0.460598052,0
0,18,33,8,0.125,0.717536889,1
0,18,49,8,0.125,0.718935132,2
0,18,58,8,0.125,1.130976751,3
0,18,82,8,0.125,0.781897746,4
0,18,107,8,0.125,0.891240664,5
0,18,112,8,0.125,1.081479564,6
0,18,126,8,0.125,1.96182555,7
0,18,91,7,0.109375,0.626992039,8
0,18,74,1,0.015625,0.089115664,0
0,19,28,8,0.125,0.877165101,1
0,19,29,8,0.125,0.993906096,2
0,19,52,8,0.125,1.143994436,3
0,19,56,8,0.125,1.415459171,4
0,19,92,8,0.125,0.908509836,5
0,19,102,8,0.125,0.952223122,6
0,19,114,8,0.125,0.863554902,7
0,19,15,6,0.09375,0.630710512,8
0,19,88,2,0.03125,0.214476824,0
0,20,48,8,0.125,0.869533211,1
0,20,53,8,0.125,0.904144153,2
0,20,68,8,0.125,0.841076121,3
0,20,76,8,0.125,0.849345379,4
0,20,85,8,0.125,1.255422905,5
0,20,92,8,0.125,1.172369376,6
0,20,113,8,0.125,1.006753407,7
0,20,114,8,0.125,1.101355448,8
0,21,2,8,0.125,1.051152587,1
0,21,8,8,0.125,0.806019172,2
0,21,11,8,0.125,1.195822775,3
0,21,13,8,0.125,0.784258403,4
0,21,26,8,0.125,1.448046669,5
0,21,56,8,0.125,0.86129687,6
0,21,63,8,0.125,1.078199103,7
0,21,53,4,0.0625,0.389443129,8
0,21,6,3,0.046875,0.290980808,0
0,21,4,1,0.015625,0.094780482,0
0,22,1,8,0.125,1.051500067,1
0,22,6,8,0.125,1.017291747,2
0,22,12,8,0.125,1.009142816,3
0,22,36,8,0.125,1.087032512,4
0,22,75,8,0.125,1.258397922,5
0,22,118,8,0.125,0.883632995,6
0,22,28,7,0.109375,0.746373966,7
0,22,48,6,0.09375,0.631687641,8
0,22,92,3,0.046875,0.314940333,0
0,23,14,8,0.125,1.073212147,1
0,23,31,8,0.125,1.056661695,2
0,23,36,8,0.125,0.914448999,3
0,23,48,8,0.125,1.067080781,4
0,23,52,8,0.125,0.877733715,5
0,23,81,8,0.125,1.372961596,6
0,23,120,8,0.125,0.827785723,7
0,23,65,4,0.0625,0.408000402,8
0,23,121,3,0.046875,0.301957771,0
0,23,4,1,0.015625,0.100157171,0
0,24,11,8,0.125,1.084747538,1
0,24,18,8,0.125,1.352609873,2
0,24,20,8,0.125,0.910045788,3
0,24,28,8,0.125,1.043514736,4
0,24,37,8,0.125,0.915297158,5
