step,layer,batch_size,context_min,context_max,total_assignments,active_experts,inactive_experts,max_expert_load,mean_active_expert_load,cv_all_experts,cv_active_experts,gini_all_experts,hot_expert_count,hot_experts,hot_assignment_share,load_signature
0,0,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"14,31,43,63,83,93,97,120",1.0,"8,8,8,8,8,8,8,8"
0,1,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"8,26,33,34,41,42,124,126",1.0,"8,8,8,8,8,8,8,8"
0,2,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"10,53,56,62,67,72,92,123",1.0,"8,8,8,8,8,8,8,8"
0,3,8,4096,4096,64,10,118,8,6.4,3.682729966,0.37107319,0.935791016,8,"46,56,99,101,108,114,23,67",0.921875,"8,8,8,8,8,8,7,4,4,1"
0,4,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"12,43,65,100,107,108,110,127",0.984375,"8,8,8,8,8,8,8,7,1"
0,5,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"4,19,20,46,53,65,104,94",0.984375,"8,8,8,8,8,8,8,7,1"
0,6,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"22,33,49,58,82,121,126,92",0.984375,"8,8,8,8,8,8,8,7,1"
0,7,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"15,19,24,29,36,52,56,114",1.0,"8,8,8,8,8,8,8,8"
0,8,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"22,23,50,66,83,85,102,58",0.96875,"8,8,8,8,8,8,8,6,2"
0,9,8,4096,4096,64,9,119,8,7.111111111,3.741657387,0.233853587,0.936523438,8,"2,13,16,23,26,63,98,11",0.9375,"8,8,8,8,8,8,8,4,4"
0,10,8,4096,4096,64,9,119,8,7.111111111,3.691205765,0.1682864,0.935546875,8,"1,5,28,90,92,12,36,6",0.921875,"8,8,8,8,8,7,7,5,5"
0,11,8,4096,4096,64,10,118,8,6.4,3.65718471,0.35078038,0.935302734,8,"54,81,103,120,121,48,110,72",0.921875,"8,8,8,8,8,7,7,5,4,1"
0,12,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"11,18,27,41,62,71,92,125",1.0,"8,8,8,8,8,8,8,8"
0,13,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"27,33,34,61,63,80,117,30",0.984375,"8,8,8,8,8,8,8,7,1"
0,14,8,4096,4096,64,9,119,8,7.111111111,3.766629793,0.260520813,0.936767578,8,"2,5,49,63,92,113,78,109",0.96875,"8,8,8,8,8,8,7,7,2"
0,15,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"2,26,50,58,63,84,88,127",1.0,"8,8,8,8,8,8,8,8"
0,16,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"10,42,48,97,98,107,122,35",0.984375,"8,8,8,8,8,8,8,7,1"
0,17,8,4096,4096,64,9,119,8,7.111111111,3.699662147,0.180872452,0.935791016,8,"3,34,59,80,122,124,100,40",0.921875,"8,8,8,8,8,8,6,5,5"
0,18,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"33,49,58,82,107,112,126,91",0.984375,"8,8,8,8,8,8,8,7,1"
0,19,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"28,29,52,56,92,102,114,15",0.96875,"8,8,8,8,8,8,8,6,2"
0,20,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"48,53,68,76,85,92,113,114",1.0,"8,8,8,8,8,8,8,8"
0,21,8,4096,4096,64,10,118,8,6.4,3.716517187,0.396518048,0.936279297,8,"2,8,11,13,26,56,63,53",0.9375,"8,8,8,8,8,8,8,4,3,1"
0,22,8,4096,4096,64,9,119,8,7.111111111,3.733296131,0.224260939,0.936523438,8,"1,6,12,36,75,118,28,48",0.953125,"8,8,8,8,8,8,7,6,3"
0,23,8,4096,4096,64,10,118,8,6.4,3.716517187,0.396518048,0.936279297,8,"14,31,36,48,52,81,120,65",0.9375,"8,8,8,8,8,8,8,4,3,1"
0,24,8,4096,4096,64,10,118,8,6.4,3.716517187,0.396518048,0.936279297,8,"11,18,20,28,37,91,125,108",0.9375,"8,8,8,8,8,8,8,4,3,1"
0,25,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"13,30,34,91,110,124,126,43",0.96875,"8,8,8,8,8,8,8,6,2"
0,26,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"2,49,72,87,97,109,113,5",0.96875,"8,8,8,8,8,8,8,6,2"
0,27,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"26,27,50,63,84,88,118,44",0.96875,"8,8,8,8,8,8,8,6,2"
0,28,8,4096,4096,64,9,119,8,7.111111111,3.75,0.243067956,0.936767578,8,"10,42,63,91,98,107,122,58",0.953125,"8,8,8,8,8,8,8,5,3"
0,29,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"3,12,13,34,59,61,124,105",0.984375,"8,8,8,8,8,8,8,7,1"
0,30,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"6,48,58,62,93,104,120,126",1.0,"8,8,8,8,8,8,8,8"
0,31,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"11,24,36,38,41,56,72,102",1.0,"8,8,8,8,8,8,8,8"
0,32,8,4096,4096,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"10,48,76,83,85,113,118,78",0.984375,"8,8,8,8,8,8,8,7,1"
0,33,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"4,11,15,26,53,63,107,13",0.96875,"8,8,8,8,8,8,8,6,2"
0,34,8,4096,4096,64,10,118,8,6.4,3.674234614,0.364434493,0.935546875,8,"28,29,75,84,92,1,22,5",0.9375,"8,8,8,8,8,7,7,6,3,1"
0,35,8,4096,4096,64,9,119,8,7.111111111,3.741657387,0.233853587,0.936523438,8,"28,31,77,81,104,110,120,15",0.9375,"8,8,8,8,8,8,8,4,4"
0,36,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"11,18,28,57,62,109,125,106",0.96875,"8,8,8,8,8,8,8,6,2"
0,37,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"27,30,34,80,86,91,110,124",1.0,"8,8,8,8,8,8,8,8"
0,38,8,4096,4096,64,8,120,8,8,3.872983346,0.0,0.9375,8,"2,19,91,97,109,110,113,121",1.0,"8,8,8,8,8,8,8,8"
0,39,8,4096,4096,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"14,16,48,50,84,99,118,88",0.96875,"8,8,8,8,8,8,8,6,2"
