step,start_us,end_us,latency_us
0,0.0,6450.867237888,6450.867237888
1,6450.867237888,12845.839051776,6394.971813888
2,12845.839051776,19282.953329664,6437.114277888
3,19282.953329664,25729.946775553,6446.993445889
4,25729.946775553,32190.253885441,6460.307109888
5,32190.253885441,38677.208291329,6486.954405888
6,38677.208291329,45081.829641217,6404.621349888
7,45081.829641217,51517.700911105,6435.871269888
