step,layer,batch_size,context_min,context_max,total_assignments,active_experts,inactive_experts,max_expert_load,mean_active_expert_load,cv_all_experts,cv_active_experts,gini_all_experts,hot_expert_count,hot_experts,hot_assignment_share,load_signature
0,0,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"26,43,44,59,65,66,73,114",1.0,"16,16,16,16,16,16,16,16"
0,1,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"26,33,34,49,50,94,104,124",1.0,"16,16,16,16,16,16,16,16"
0,2,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"18,53,56,62,67,72,82,123",1.0,"16,16,16,16,16,16,16,16"
0,3,16,4096,4096,128,10,118,16,12.8,3.768703358,0.433294519,0.936889648,8,"46,56,71,99,101,108,114,51",0.96875,"16,16,16,16,16,16,16,12,3,1"
0,4,16,4096,4096,128,9,119,16,14.222222222,3.743744783,0.236190882,0.936645508,8,"12,43,65,100,108,121,127,107",0.9453125,"16,16,16,16,16,16,16,9,7"
0,5,16,4096,4096,128,10,118,16,12.8,3.652909799,0.347282981,0.935302734,8,"20,32,46,65,73,104,38,94",0.921875,"16,16,16,16,16,16,11,11,7,3"
0,6,16,4096,4096,128,9,119,16,14.222222222,3.842606537,0.32942451,0.93737793,8,"33,49,58,82,92,112,126,74",0.9921875,"16,16,16,16,16,16,16,15,1"
0,7,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"15,19,24,29,52,56,114,125",1.0,"16,16,16,16,16,16,16,16"
0,8,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"17,23,50,53,66,83,92,102",1.0,"16,16,16,16,16,16,16,16"
0,9,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"2,6,11,13,23,26,63,85",1.0,"16,16,16,16,16,16,16,16"
0,10,16,4096,4096,128,8,120,16,16,3.872983346,0.0,0.9375,8,"1,5,12,28,31,90,92,98",1.0,"16,16,16,16,16,16,16,16"
0,11,16,4096,4096,128,9,119,16,14.222222222,3.768703358,0.26262088,0.936889648,8,"17,54,62,108,120,121,15,81",0.96875,"16,16,16,16,16,16,15,13,4"
0,12,16,4096,4096,128,9,119,16,14.222222222,3.766629793,0.260520813,0.936767578,8,"11,18,33,39,41,89,49,108",0.96875,"16,16,16,16,16,16,14,14,4"
0,13,16,4096,4096,128,9,119,16,14.222222222,3.842606537,0.32942451,0.93737793,8,"13,27,33,34,63,91,97,85",0.9921875,"16,16,16,16,16,16,16,15,1"
