step,start_us,end_us,latency_us
0,0.0,3400.144558272,3400.144558272
1,3400.144558272,8112.671254272,4712.526696
2,8112.671254272,12783.177166272,4670.505912
3,12783.177166272,17119.410022272,4336.232856
4,17119.410022272,21101.664526272,3982.254504
5,21101.664526272,25452.800686273,4351.13616
6,25452.800686273,30520.692886273,5067.8922
7,30520.692886273,35457.817150273,4937.124264
