step,start_us,end_us,latency_us
0,0.0,16219.391179776,16219.391179776
1,16219.391179776,32431.059735552,16211.668555776
2,32431.059735552,48665.976035329,16234.916299777
3,48665.976035329,64845.416239106,16179.440203777
4,64845.416239106,81085.853690882,16240.437451776
5,81085.853690882,97814.383942657,16728.530251776
6,97814.383942657,114016.562706433,16202.178763776
7,114016.562706433,130318.30691021,16301.744203776
