step,start_us,end_us,latency_us
0,0.0,12038.388096,12038.388096
1,12038.388096,24076.776192,12038.388096
2,24076.776192,36116.347392,12039.5712
3,36116.347392,48157.101696,12040.754304
4,48157.101696,60197.856,12040.754304
5,60197.856,72239.793407999,12041.937407999
6,72239.793407999,84282.898943999,12043.105535999
7,84282.898943999,96326.004479997,12043.105535998
