step,start_us,end_us,latency_us
0,0.0,3771.885861888,3771.885861888
1,3771.885861888,7505.231947776,3733.346085888
2,7505.231947776,11292.460145664,3787.228197888
3,11292.460145664,15094.582935552,3802.122789888
4,15094.582935552,18831.30898944,3736.726053888
5,18831.30898944,22579.914467329,3748.605477889
6,22579.914467329,26361.645321217,3781.730853888
7,26361.645321217,30107.362351105,3745.717029889
