step,start_us,end_us,latency_us
0,0.0,16869.836544,16869.836544
1,16869.836544,33740.757888,16870.921344
2,33740.757888,50611.580928,16870.82304
3,50611.580928,67483.488768,16871.90784
4,67483.488768,84356.466431999,16872.977663999
5,84356.466431999,101229.345791998,16872.879359999
6,101229.345791998,118103.309951997,16873.964159999
7,118103.309951997,134978.358911997,16875.04896
