step,start_us,end_us,latency_us
0,0.0,8594.612298688,8594.612298688
1,8594.612298688,17182.96657216,8588.354273472
2,17182.96657216,25775.919857408,8592.953285248
3,25775.919857408,34366.978923137,8591.059065728
4,34366.978923137,43045.174705729,8678.195782592
5,43045.174705729,51634.378030848,8589.20332512
6,51634.378030848,60230.043207552,8595.665176704
7,60230.043207552,68835.0605712,8605.017363648
