step,start_us,end_us,latency_us
0,0.0,3021.596208,3021.596208
1,3021.596208,7165.606176,4144.009968
2,7165.606176,11274.082152,4108.475976
3,11274.082152,15097.879032,3823.79688
4,15097.879032,18620.09328,3522.214248
5,18620.09328,22456.871544,3836.778264
6,22456.871544,26904.552984001,4447.68144
7,26904.552984001,31240.781784001,4336.2288
