step,layer,active_experts,runtime_gpu_prefix,oracle_gpu_prefix,prefix_match,prefix_delta,prediction_extrapolated,runtime_predicted_objective_us,runtime_selected_actual_objective_us,oracle_objective_us,regret_us,regret_percent
6,21,42,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
6,22,39,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
6,23,42,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
6,24,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
6,25,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
6,26,40,14,14,True,0,False,64.325149248,64.30018924800001,64.30018924800001,0.0,0.0
6,27,42,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
6,28,49,16,16,True,0,False,70.82261600000001,70.844768,70.844768,0.0,0.0
6,29,46,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
6,30,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
6,31,45,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
6,32,46,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
6,33,48,16,16,True,0,False,70.264625728,70.332641728,70.332641728,0.0,0.0
6,34,43,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
6,35,48,16,16,True,0,False,70.264625728,70.332641728,70.332641728,0.0,0.0
6,36,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
6,37,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
6,38,46,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
6,39,48,16,16,True,0,False,70.264625728,70.332641728,70.332641728,0.0,0.0
6,40,48,16,16,True,0,False,70.264625728,70.332641728,70.332641728,0.0,0.0
6,41,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
6,42,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
6,43,40,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
6,44,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
6,45,46,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
6,46,44,15,15,True,0,False,67.29698464,67.41585664,67.41585664,0.0,0.0
6,47,41,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,0,43,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,1,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,2,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,3,39,14,14,True,0,False,64.320954944,64.23702694400001,64.23702694400001,0.0,0.0
7,4,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
7,5,43,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
7,6,47,15,15,True,0,False,69.28352000000001,69.286328,69.286328,0.0,0.0
7,7,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
7,8,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
7,9,38,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,10,45,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
7,11,44,15,15,True,0,False,67.29698464,67.41585664,67.41585664,0.0,0.0
7,12,46,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
7,13,41,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,14,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
7,15,42,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
7,16,43,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,17,39,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,18,45,15,15,True,0,False,67.292790336,67.19388633599999,67.19388633599999,0.0,0.0
7,19,48,16,16,True,0,False,70.264625728,70.332641728,70.332641728,0.0,0.0
7,20,42,14,14,True,0,False,64.320954944,64.23702694400001,64.23702694400001,0.0,0.0
7,21,42,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,22,43,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
7,23,44,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,24,44,15,15,True,0,False,67.29698464,67.41585664,67.41585664,0.0,0.0
7,25,40,13,13,True,0,False,61.58804000000001,61.60988,61.60988,0.0,0.0
7,26,43,14,14,True,0,False,64.66623200000001,64.68776,64.68776,0.0,0.0
7,27,40,14,14,True,0,False,66.20532800000001,66.208136,66.208136,0.0,0.0
7,28,38,13,13,True,0,False,61.353313856,61.265329855999994,61.265329855999994,0.0,0.0
7,29,37,13,13,True,0,False,61.353313856,61.265329855999994,61.265329855999994,0.0,0.0
7,30,46,15,15,True,0,False,67.74442400000001,67.766264,67.766264,0.0,0.0
7,31,48,16,16,True,0,False,70.264625728,70.332641728,70.332641728,0.0,0.0
7,32,41,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,33,42,14,14,True,0,False,64.320954944,64.23702694400001,64.23702694400001,0.0,0.0
7,34,38,13,13,True,0,False,61.58804000000001,61.60988,61.60988,0.0,0.0
7,35,39,13,13,True,0,False,61.349119552000005,61.376263552000005,61.376263552000005,0.0,0.0
7,36,40,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,37,37,12,12,True,0,False,58.509848000000005,58.531064,58.531064,0.0,0.0
7,38,39,13,13,True,0,False,61.58804000000001,61.60988,61.60988,0.0,0.0
7,39,40,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,40,35,13,13,True,0,False,61.353313856,61.265329855999994,61.265329855999994,0.0,0.0
7,41,33,12,12,True,0,False,58.509848000000005,58.531064,58.531064,0.0,0.0
7,42,37,12,12,True,0,False,60.048944000000006,60.051752,60.051752,0.0,0.0
7,43,36,12,12,True,0,False,60.048944000000006,60.051752,60.051752,0.0,0.0
7,44,42,14,14,True,0,False,64.320954944,64.23702694400001,64.23702694400001,0.0,0.0
7,45,32,11,11,True,0,False,56.970752000000005,56.97356,56.97356,0.0,0.0
7,46,39,13,13,True,0,False,63.127136,63.12932,63.12932,0.0,0.0
7,47,36,12,12,True,0,False,58.37728416,58.28399616,58.28399616,0.0,0.0
