step,layer,batch_size,context_min,context_max,total_assignments,active_experts,inactive_experts,max_expert_load,mean_active_expert_load,cv_all_experts,cv_active_experts,gini_all_experts,hot_expert_count,hot_experts,hot_assignment_share,load_signature
0,0,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"6,26,43,44,59,65,92,114",1.0,"8,8,8,8,8,8,8,8"
0,1,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"26,33,34,49,50,94,111,124",1.0,"8,8,8,8,8,8,8,8"
0,2,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"18,49,53,62,72,82,88,123",1.0,"8,8,8,8,8,8,8,8"
0,3,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"51,56,67,71,87,101,108,114",1.0,"8,8,8,8,8,8,8,8"
0,4,8,16384,16384,64,9,119,8,7.111111111,3.75,0.243067956,0.936767578,8,"12,43,64,100,107,108,114,127",0.953125,"8,8,8,8,8,8,8,5,3"
0,5,8,16384,16384,64,10,118,8,6.4,3.766629793,0.431883593,0.936767578,8,"32,46,53,65,94,104,106,73",0.96875,"8,8,8,8,8,8,8,6,1,1"
0,6,8,16384,16384,64,9,119,8,7.111111111,3.774917218,0.268822665,0.937011719,8,"33,49,58,82,92,112,121,22",0.96875,"8,8,8,8,8,8,8,6,2"
0,7,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"15,19,24,29,52,56,114,125",1.0,"8,8,8,8,8,8,8,8"
0,8,8,16384,16384,64,10,118,8,6.4,3.766629793,0.431883593,0.936767578,8,"23,50,53,58,83,92,102,66",0.96875,"8,8,8,8,8,8,8,6,1,1"
0,9,8,16384,16384,64,10,118,8,6.4,3.665719575,0.357672598,0.935546875,8,"11,23,26,58,67,124,2,39",0.921875,"8,8,8,8,8,8,6,5,4,1"
0,10,8,16384,16384,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"6,36,42,48,59,84,92,5",0.984375,"8,8,8,8,8,8,8,7,1"
0,11,8,16384,16384,64,10,118,8,6.4,3.716517187,0.396518048,0.936279297,8,"14,17,76,81,104,121,36,15",0.953125,"8,8,8,8,8,8,7,6,2,1"
0,12,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"11,18,27,39,49,62,111,125",1.0,"8,8,8,8,8,8,8,8"
0,13,8,16384,16384,64,8,120,8,8,3.872983346,0.0,0.9375,8,"13,27,31,33,34,92,93,110",1.0,"8,8,8,8,8,8,8,8"
0,14,8,16384,16384,64,9,119,8,7.111111111,3.816084381,0.306982542,0.937255859,8,"2,5,61,63,97,109,113,87",0.984375,"8,8,8,8,8,8,8,7,1"
