step,start_us,end_us,latency_us
0,0.0,4914.985125888,4914.985125888
1,4914.985125888,11308.231243776,6393.246117888
2,11308.231243776,17547.409265664,6239.178021888
3,17547.409265664,23612.027031553,6064.617765888
4,23612.027031553,29730.358717441,6118.331685889
5,29730.358717441,36043.343459329,6312.984741888
6,36043.343459329,43326.119049217,7282.775589888
7,43326.119049217,50254.422703104,6928.303653888
