step,start_us,end_us,latency_us
0,0.0,14406.612855488,14406.612855488
1,14406.612855488,28816.725987456,14410.113131968
2,28816.725987456,43231.098696256,14414.372708801
3,43231.098696256,57633.020971649,14401.922275393
4,57633.020971649,72042.132776962,14409.111805313
5,72042.132776962,86565.624601666,14523.491824704
6,86565.624601666,100970.617964931,14404.993363265
7,100970.617964931,115404.063595651,14433.445630721
