step,layer,dual_row_buffer,gpu_isolated_us,gpu_contended_us,gpu_contention_delta_us,pim_isolated_us,pim_contended_us,pim_contention_delta_us,total_memory_phase_us,gpu_blocked_by_pim_cycles,pim_blocked_by_gpu_cycles,pim_queue_wait_cycles,gpu_column_issues,pim_column_issues,pim_row_activations,pim_row_conflicts
0,0,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,1,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,2,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,3,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,4,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,5,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,6,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,7,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,8,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,9,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,10,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,11,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,12,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,13,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,14,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,15,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,16,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,17,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,18,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,19,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,20,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,21,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,22,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,23,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,24,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,25,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,26,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,27,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,28,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,29,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,30,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,31,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,32,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,33,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,34,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,35,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,36,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,37,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,38,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,39,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,40,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,41,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,42,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,43,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,44,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,45,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,46,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
0,47,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,0,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,1,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,2,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,3,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,4,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,5,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,6,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,7,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,8,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,9,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,10,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,11,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,12,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,13,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,14,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,15,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,16,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,17,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,18,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,19,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,20,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,21,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,22,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,23,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,24,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,25,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,26,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,27,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,28,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,29,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,30,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,31,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,32,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,33,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,34,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,35,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,36,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,37,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,38,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,39,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,40,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,41,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,42,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,43,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,44,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,45,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,46,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
1,47,True,5.407272,5.406336,-0.000936,78.544752,78.545688,0.000936,78.545688,584064,512,4949192448,589824,2304512,72192,71936
