step,start_us,end_us,latency_us
0,0.0,9398.17250272,9398.17250272
1,9398.17250272,18796.371908224,9398.199405504
2,18796.371908224,28195.83851616,9399.466607936
3,28195.83851616,37596.481502401,9400.64298624
4,37596.481502401,47055.303588417,9458.822086016
5,47055.303588417,56457.165143745,9401.861555328
6,56457.165143745,65860.053774209,9402.888630464
7,65860.053774209,75262.999359103,9402.945584894
