step,start_us,end_us,latency_us
0,0.0,13419.744795648,13419.744795648
1,13419.744795648,26844.12834464,13424.383548992
2,26844.12834464,40264.63264512,13420.50430048
3,40264.63264512,53683.211884864,13418.579239744
4,53683.211884864,67100.451465728,13417.239580864
5,67100.451465728,80529.405583679,13428.954117951
6,80529.405583679,93980.289395326,13450.883811647
7,93980.289395326,107405.569562365,13425.280167039
