step,start_us,end_us,latency_us
0,0.0,15193.026470528,15193.026470528
1,15193.026470528,30375.03441984,15182.007949312
2,30375.03441984,45604.979464321,15229.945044481
3,45604.979464321,60775.804982978,15170.825518657
4,60775.804982978,75977.660673986,15201.855691008
5,75977.660673986,91316.714586626,15339.05391264
6,91316.714586626,106510.299569282,15193.584982656
7,106510.299569282,121755.307259906,15245.007690624
