step,start_us,end_us,latency_us
0,0.0,21706.818048,21706.818048
1,21706.818048,43414.622592,21707.804544
2,43414.622592,65124.581760001,21709.959168001
3,65124.581760001,86835.527424001,21710.945664
4,86835.527424001,108547.459584,21711.93216
5,108547.459584,130261.546368,21714.086784
6,130261.546368,151976.619647998,21715.073279997
7,151976.619647998,173692.679423995,21716.059775997
