policy,total_latency_us,mean_step_latency_us,p95_step_latency_us,throughput_request_tokens_per_s,mean_gpu_experts_per_layer,mean_pim_experts_per_layer,gpu_expert_tokens,pim_expert_tokens,memory_feasible
gpu-only,20842.673455105,2605.334181888,2642.621157888,3070.623360187,8.799479167,0.0,24576,0,True
noexp,43837.700911105,5479.712613888,5517.627852288,1459.930577331,8.799479167,0.0,24576,0,True
allexp,70556.591615999,8819.573952,8822.257651199,907.073294418,0.0,8.799479167,0,24576,True
pimoe,42973.730436993,5371.716304624,5379.669321558,1489.281925241,8.057291667,0.7421875,24023,553,True
sieve,51517.700911105,6439.712613888,6477.627852288,1242.291462316,8.799479167,0.0,24576,0,True
sieve-cycle-v1,49435.349508161,6179.41868852,6182.144686128,1294.620158181,7.0,1.799479167,21415,3161,True
sieve-fixed-16-cycle-v1,51517.700911105,6439.712613888,6477.627852288,1242.291462316,8.799479167,0.0,24576,0,True
