gpu_prefix_length,gpu_experts,gpu_tokens,pim_tokens,gpu_memory_us,gpu_compute_us,gpu_path_us,pim_path_us,scheduler_us,objective_us,step,layer,selected
9,2;13;21;34;36;67;91;101;109,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,1,True
8,46;56;64;71;72;77;81;95,64,0,23.288616,3.268435456,26.557051456,0.0,20.0,46.557051456,4,2,True
8,3;37;56;71;97;101;108;118,64,0,23.288616,3.268435456,26.557051456,0.0,20.0,46.557051456,4,3,True
9,12;33;52;53;60;82;107;108;121,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,4,True
8,4;12;17;41;63;65;73;104,64,0,23.288616,3.268435456,26.557051456,0.0,20.0,46.557051456,4,5,True
8,25;32;33;39;58;62;74;112,64,0,23.288616,3.268435456,26.557051456,0.0,20.0,46.557051456,4,6,True
9,19;24;44;52;63;75;88;119;125,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,7,True
11,9;17;22;23;38;45;53;68;92;100;118,64,0,32.264232,3.268435456,35.532667456,0.0,20.0,55.532667456,4,8,True
9,0;2;6;8;13;39;69;82;95,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,9,True
10,1;5;6;9;19;36;54;78;92;98,64,0,29.249064,3.268435456,32.517499456,0.0,20.0,52.517499456,4,10,True
8,3;4;25;48;52;72;108;121,64,0,23.288616,3.268435456,26.557051456,0.0,20.0,46.557051456,4,11,True
9,8;18;28;41;65;78;85;91;92,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,12,True
10,0;20;52;58;61;91;92;104;117;119,64,0,29.249064,3.268435456,32.517499456,0.0,20.0,52.517499456,4,13,True
9,2;5;14;19;49;66;92;109;113,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,14,True
9,0;14;25;49;50;58;84;125;127,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,15,True
8,35;42;48;82;93;97;100;107,64,0,23.288616,3.268435456,26.557051456,0.0,20.0,46.557051456,4,16,True
9,21;22;73;75;80;90;100;116;124,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,17,True
9,12;20;25;32;58;74;82;87;112,64,0,26.303784,3.268435456,29.572219456,0.0,20.0,49.572219456,4,18,True
10,19;28;29;44;52;59;63;75;88;114,64,0,29.249064,3.268435456,32.517499456,0.0,20.0,52.517499456,4,19,True
11,9;45;65;68;76;85;92;114;118;123;124,64,0,32.264232,3.268435456,35.532667456,0.0,20.0,55.532667456,4,20,True
12,2;6;8;11;13;14;38;39;51;63;69;84,64,0,35.209512,3.268435456,38.477947456,0.0,20.0,58.477947456,4,21,True
14,0;1;5;8;9;36;54;58;66;68;71;78;92;114,64,0,41.16996,3.268435456,44.438395456,0.0,20.0,64.438395456,4,22,True
