step,start_us,end_us,latency_us
0,0.0,7962.918668672,7962.918668672
1,7962.918668672,15921.1972896,7958.278620928
2,15921.1972896,23880.835616256,7959.638326656
3,23880.835616256,31857.231804224,7976.396187968
4,31857.231804224,39837.688244672,7980.456440449
5,39837.688244672,47837.261115073,7999.572870401
6,47837.261115073,55823.77022413,7986.509109057
7,55823.77022413,63775.871011523,7952.100787393
