variant,case,placement,batch_size,context_length,gpu_experts,pim_experts,expert_only_shape_key,kv_only_shape_key,combined_shape_key,expert_only_us,kv_only_us,combined_us,combined_minus_isolated_max_us,combined_over_isolated_max,expert_completion_delta_us,expert_completion_ratio,gpu_expert_completion_delta_us,gpu_expert_completion_ratio,pim_expert_completion_delta_us,pim_expert_completion_ratio,kv_completion_delta_us,kv_completion_ratio,gpu_accepted_to_column_issue_mean_us,kv_accepted_to_column_issue_mean_us,gpu_isolated_accepted_to_column_issue_mean_us,kv_isolated_accepted_to_column_issue_mean_us,gpu_rejected_attempts_per_request,kv_rejected_attempts_per_request
rb32-dual,b8_c16k,fixed-half-prefix,8,16384,4,4,a57657f8f60627c0b42bc8893efddef5de1d5c4d963625a8d6ddb8a4c5765bb1,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,987be3fda115241bbe194b830e0005589b32a70b6852bfd1ae7b3abd93502d71,49.286016,85.120776,108.363216,23.242439999999988,1.2730524919086732,22.487088000000007,1.4562569634356326,59.879352000000004,6.034521654730989,0.044616000000004874,1.0009052466322295,23.242439999999988,1.2730524919086732,0.06842915625,0.04700530224609375,0.042007333333333334,0.04242642041015625,12.573567708333334,5.0589141845703125
rb32-dual,b16_c8k,gpu-only,16,8192,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,1b902657bc662f98c6776b4b7fe03d29366b5b588b8ce1d2b751943a5efed8a8,23.863944,85.120776,132.228408,47.107631999999995,1.553421082533364,77.76100799999999,4.258514518807117,77.76100799999999,4.258514518807117,0.0,,47.107631999999995,1.553421082533364,0.06966034765625001,0.051393682983398435,0.0422231875,0.04242642041015625,15.554633246527779,4.039306640625
rb32-dual,b16_c8k,frozen-oracle,16,8192,7,1,721d1ffbcce835c31d643e3ffad679cfa42c3ac840b91dc3a8f84338dbc69245,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,cc5fa2d380d97dda182ca3a78f37d544a336823837d178ae929ee4c6cd5711c3,24.661104,85.120776,125.451456,40.33067999999999,1.4738053609849608,68.704272,3.7859365906733125,72.34968,4.44264972237893,0.015287999999998192,1.0006199235849293,40.33067999999999,1.4738053609849608,0.06850328720238096,0.05022768200683594,0.04252452827380952,0.04242642041015625,15.649863591269842,4.1274566650390625
rb32-dual,b16_c8k,fixed-half-prefix,16,8192,4,4,61a354e5410c6bc400a1b8d3592198586eb22ba9a4a79bb194fb02114ba4fe0f,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,cdf700c1a76b5dbd55ae7847ef3095b4b4175691e5eb606f84bace92efe889c5,98.536464,85.120776,108.545736,10.00927200000001,1.1015793706581556,0.08330399999999827,1.0008454129224689,59.876544,6.0377214857592865,0.08330399999999827,1.0008454129224689,23.42496,1.2751967392778467,0.06757819791666667,0.047198655029296877,0.041978692708333334,0.04242642041015625,14.98025173611111,4.7366943359375
rb64-dual,b8_c4k,gpu-only,8,4096,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,cdcaff2fdb04a5fd6014e8c0bdd542bbe1943c614df1ba1d737f25dbeb4bf2a9,23.615592,20.994792,49.734984,26.119391999999998,2.106023173164577,26.119391999999998,2.106023173164577,26.119391999999998,2.106023173164577,0.0,,27.494063999999998,2.3095659152041135,0.09257701171875,0.106579001953125,0.08291423697916667,0.0829314814453125,5.646864149305555,6.18157958984375
rb64-dual,b8_c4k,frozen-oracle,8,4096,7,1,f6613ee99fd29306ac38ed1dfcddb7a9f4a11b218a49024de13b5a74d1e87881,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,0fc462e51034129a5d92c1202114715804695f13840a57af0c1faec0550e2aea,20.760792,20.994792,46.117656,25.122863999999996,2.1966236198005675,25.25328,2.2163929006176644,25.25328,2.2163929006176644,0.009984000000001103,1.0008086117147623,25.122863999999996,2.1966236198005675,0.09195039285714286,0.1056444111328125,0.08332044345238096,0.0829314814453125,6.043154761904762,5.75384521484375
rb64-dual,b8_c4k,fixed-half-prefix,8,4096,4,4,a57657f8f60627c0b42bc8893efddef5de1d5c4d963625a8d6ddb8a4c5765bb1,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,48b0cab302207be90ff4dae6f2bbb9fae82174adf9934ab09d10a3dc970f7903,49.28508,20.994792,49.321272,0.03619199999999978,1.0007343398854176,0.03619199999999978,1.0007343398854176,18.837936,2.604304503786369,0.03619199999999978,1.0007343398854176,14.223144000000001,1.6774605816528214,0.09107133072916668,0.0958079560546875,0.08220583854166667,0.0829314814453125,6.803168402777778,4.98748779296875
rb64-dual,b8_c8k,gpu-only,8,8192,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,a6fb6210aaef4eefd3cf865a407e648d37fa1dce41ab0a5618cb76989bc07b14,6ac70e80a43138efda6468880d2247d1b954ba6a0caf3846af8f69cdc438dbf3,23.615592,42.15588,71.326632,29.170752,1.6919735040521038,38.453064,2.628291342431729,38.453064,2.628291342431729,0.0,,29.170752,1.6919735040521038,0.09334997005208333,0.09649913012695313,0.08291423697916667,0.08339843408203125,5.711154513888889,5.74652099609375
rb64-dual,b8_c8k,frozen-oracle,8,8192,7,1,f6613ee99fd29306ac38ed1dfcddb7a9f4a11b218a49024de13b5a74d1e87881,a6fb6210aaef4eefd3cf865a407e648d37fa1dce41ab0a5618cb76989bc07b14,7481f917e97e1db6760f8506ae31d31cbe4c6a1a0469acad5569d337ef33c8ce,20.760792,42.15588,67.570776,25.41489599999999,1.602879028975317,36.122736,2.7399498053831475,36.122736,2.7399498053831475,0.009984000000001103,1.0008086117147623,25.41489599999999,1.602879028975317,0.09278713244047619,0.09496897045898438,0.08332044345238096,0.08339843408203125,6.089657738095238,5.488128662109375
rb64-dual,b8_c8k,fixed-half-prefix,8,8192,4,4,a57657f8f60627c0b42bc8893efddef5de1d5c4d963625a8d6ddb8a4c5765bb1,a6fb6210aaef4eefd3cf865a407e648d37fa1dce41ab0a5618cb76989bc07b14,c2804e40610e68d4510163daa20ec4d6ef40aa53468413b1aed624dbbe747444,49.28508,42.15588,56.366856,7.081775999999998,1.1436900579242237,0.03650400000000076,1.0007406704016713,29.335175999999997,3.49828616978876,0.03650400000000076,1.0007406704016713,14.210975999999995,1.3371054287088775,0.09042373437500001,0.09000100268554688,0.08220583854166667,0.08339843408203125,8.133138020833334,4.729766845703125
