step,start_us,end_us,latency_us
0,0.0,7789.305930688,7789.305930688
1,7789.305930688,15572.25553216,7782.949601472
2,15572.25553216,23359.705841408,7787.450309248
3,23359.705841408,31145.163627137,7785.457785729
4,31145.163627137,39017.659825729,7872.496198592
5,39017.659825729,46801.065262849,7783.40543712
6,46801.065262849,54590.834247553,7789.768984704
7,54590.834247553,62389.8571152,7799.022867648
