policy,layer_records,dual_row_buffer,total_gpu_blocked_by_pim_cycles,total_gpu_column_issues,total_gpu_contended_us,total_gpu_contention_delta_us,total_gpu_isolated_us,total_pim_blocked_by_gpu_cycles,total_pim_column_issues,total_pim_contended_us,total_pim_contention_delta_us,total_pim_isolated_us,total_pim_queue_wait_cycles,total_pim_row_activations,total_pim_row_conflicts,total_total_memory_phase_us,mean_gpu_blocked_by_pim_cycles,mean_gpu_column_issues,mean_gpu_contended_us,mean_gpu_contention_delta_us,mean_gpu_isolated_us,mean_pim_blocked_by_gpu_cycles,mean_pim_column_issues,mean_pim_contended_us,mean_pim_contention_delta_us,mean_pim_isolated_us,mean_pim_queue_wait_cycles,mean_pim_row_activations,mean_pim_row_conflicts,mean_total_memory_phase_us
gpu-only,384,True,0,996507648,9863.313408,0.0,9863.313408,0,0,0.0,0.0,0.0,0,0,0,9863.313408,0.0,2595072.0,25.685712,0.0,25.685712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.685712
noexp,384,True,0,996507648,9863.313408,0.0,9863.313408,0,0,0.0,0.0,0.0,0,0,0,9863.313408,0.0,2595072.0,25.685712,0.0,25.685712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.685712
allexp,384,True,0,0,0.0,0.0,0.0,0,1110441984,37837.283328,0.0,37837.283328,2700637569024,34701312,34603008,37837.283328,0.0,0.0,0.0,0.0,0.0,0.0,2891776.0,98.534592,0.0,98.534592,7032910336.0,90368.0,90112.0,98.534592
pimoe,384,True,25001984,912457728,9001.662384,-8.05896,9009.721344,173184,25001984,860.052648,0.349752,859.702896,19792666624,844288,793856,9001.662384,65109.333333333,2376192.0,23.441829125,-0.020986875,23.462816,451.0,65109.333333333,2.239720438,0.000910813,2.238809625,51543402.666666664,2198.666666667,2067.333333333,23.441829125
sieve,384,True,0,996507648,9863.313408,0.0,9863.313408,0,0,0.0,0.0,0.0,0,0,0,9863.313408,0.0,2595072.0,25.685712,0.0,25.685712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.685712
sieve-cycle-v1,384,True,142831360,792723456,7794.2202,-17.620824,7811.841024,441472,142831360,4879.175496,0.951912,4878.223584,151460335616,4553728,4455424,7794.2202,371956.666666667,2064384.0,20.297448437,-0.045887563,20.343336,1149.666666667,371956.666666667,12.706186187,0.002478938,12.70370725,394427957.3333333,11858.666666667,11602.666666667,20.297448437
sieve-fixed-16-cycle-v1,384,True,0,996507648,9863.313408,0.0,9863.313408,0,0,0.0,0.0,0.0,0,0,0,9863.313408,0.0,2595072.0,25.685712,0.0,25.685712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.685712
