case,policy,layer,batch_size,context_length,request_scale,capacity_state,layer_start_us,layer_end_us,layer_span_us,attention_latency_us,local_kv_latency_us,cxl_kv_latency_us,attention_critical_path_us,expert_critical_path_us,cxl_critical_path_us,gpu_request_completion_us,local_kv_request_completion_us,cxl_kv_request_completion_us,pim_request_completion_us,cxl_queue_wait_us_all_requests,cxl_link_busy_ratio
b8_c32k,sieve,19,8,32768,4096,spill,9686.040009663988,10195.831589119985,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,20,8,32768,4096,spill,10195.831589119985,10705.623168575983,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,21,8,32768,4096,spill,10705.623168575983,11215.41474803198,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,22,8,32768,4096,spill,11215.41474803198,11725.206327487978,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,23,8,32768,4096,spill,11725.206327487978,12234.997906943976,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,24,8,32768,4096,spill,12234.997906943976,12744.789486399974,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,25,8,32768,4096,spill,12744.789486399974,13254.581065855971,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,26,8,32768,4096,spill,13254.581065855971,13764.372645311969,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,27,8,32768,4096,spill,13764.372645311969,14274.164224767967,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b8_c32k,sieve,28,8,32768,4096,spill,14274.164224767967,14783.955804223964,509.79157945599763,470.56204799999995,0.094536,0.8424,470.56204799999995,3.3180434560000003,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
