case,policy,layer,batch_size,context_length,request_scale,capacity_state,layer_start_us,layer_end_us,layer_span_us,attention_latency_us,local_kv_latency_us,cxl_kv_latency_us,attention_critical_path_us,expert_critical_path_us,cxl_critical_path_us,gpu_request_completion_us,local_kv_request_completion_us,cxl_kv_request_completion_us,pim_request_completion_us,cxl_queue_wait_us_all_requests,cxl_link_busy_ratio
b16_c16k,gpu-only,11,16,16384,4096,spill,227.239044032,247.897138944,20.658094911999996,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,12,16,16384,4096,spill,247.897138944,268.55523385600003,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,13,16,16384,4096,spill,268.55523385600003,289.213328768,20.658094911999967,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,14,16,16384,4096,spill,289.213328768,309.87142368,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,15,16,16384,4096,spill,309.87142368,330.52951859200004,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,16,16,16384,4096,spill,330.52951859200004,351.18761350400007,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,17,16,16384,4096,spill,351.18761350400007,371.8457084160001,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,18,16,16384,4096,spill,371.8457084160001,392.5038033280001,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,19,16,16384,4096,spill,392.5038033280001,413.16189824000014,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,20,16,16384,4096,spill,413.16189824000014,433.81999315200017,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,21,16,16384,4096,spill,433.81999315200017,454.4780880640002,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,22,16,16384,4096,spill,454.4780880640002,475.1361829760002,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,23,16,16384,4096,spill,475.1361829760002,495.79427788800024,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,24,16,16384,4096,spill,495.79427788800024,516.4523728000003,20.658094912000024,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,25,16,16384,4096,spill,516.4523728000003,537.1104677120005,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,26,16,16384,4096,spill,537.1104677120005,557.7685626240008,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,27,16,16384,4096,spill,557.7685626240008,578.426657536001,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,28,16,16384,4096,spill,578.426657536001,599.0847524480013,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,29,16,16384,4096,spill,599.0847524480013,619.7428473600015,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,30,16,16384,4096,spill,619.7428473600015,640.4009422720018,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,31,16,16384,4096,spill,640.4009422720018,661.059037184002,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,32,16,16384,4096,spill,661.059037184002,681.7171320960023,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,33,16,16384,4096,spill,681.7171320960023,702.3752270080025,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,34,16,16384,4096,spill,702.3752270080025,723.0333219200028,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,35,16,16384,4096,spill,723.0333219200028,743.691416832003,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,36,16,16384,4096,spill,743.691416832003,764.3495117440033,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,37,16,16384,4096,spill,764.3495117440033,785.0076066560035,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,38,16,16384,4096,spill,785.0076066560035,805.6657015680038,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,39,16,16384,4096,spill,805.6657015680038,826.323796480004,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,40,16,16384,4096,spill,826.323796480004,846.9818913920043,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,41,16,16384,4096,spill,846.9818913920043,867.6399863040045,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,42,16,16384,4096,spill,867.6399863040045,888.2980812160048,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,43,16,16384,4096,spill,888.2980812160048,908.956176128005,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,44,16,16384,4096,spill,908.956176128005,929.6142710400053,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,45,16,16384,4096,spill,929.6142710400053,950.2723659520055,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,46,16,16384,4096,spill,950.2723659520055,970.9304608640058,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,gpu-only,47,16,16384,4096,spill,970.9304608640058,991.588555776006,20.65809491200025,1.0327680000000043,0.094536,0.8424,1.0327680000000043,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,0,16,16384,4096,spill,0.0,510.987374912,510.987374912,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,1,16,16384,4096,spill,510.987374912,1021.9747498240002,510.98737491200023,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,2,16,16384,4096,spill,1021.9747498240002,1532.9621247360003,510.98737491200006,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,3,16,16384,4096,spill,1532.9621247360003,2043.9494996480005,510.9873749120002,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,4,16,16384,4096,spill,2043.9494996480005,2554.9368745599995,510.98737491199904,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,5,16,16384,4096,spill,2554.9368745599995,3065.9242494719983,510.9873749119988,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,6,16,16384,4096,spill,3065.9242494719983,3576.911624383997,510.9873749119988,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,7,16,16384,4096,spill,3576.911624383997,4087.898999295996,510.9873749119988,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,8,16,16384,4096,spill,4087.898999295996,4598.886374207997,510.98737491200063,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,9,16,16384,4096,spill,4598.886374207997,5109.873749119996,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,10,16,16384,4096,spill,5109.873749119996,5620.861124031996,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,11,16,16384,4096,spill,5620.861124031996,6131.848498943996,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,12,16,16384,4096,spill,6131.848498943996,6642.8358738559955,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,13,16,16384,4096,spill,6642.8358738559955,7153.823248767995,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,14,16,16384,4096,spill,7153.823248767995,7664.810623679995,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,15,16,16384,4096,spill,7664.810623679995,8175.797998591995,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,16,16,16384,4096,spill,8175.797998591995,8686.785373503992,510.987374911997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,17,16,16384,4096,spill,8686.785373503992,9197.77274841599,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,18,16,16384,4096,spill,9197.77274841599,9708.760123327987,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,19,16,16384,4096,spill,9708.760123327987,10219.747498239985,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,20,16,16384,4096,spill,10219.747498239985,10730.734873151983,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,21,16,16384,4096,spill,10730.734873151983,11241.722248063981,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,22,16,16384,4096,spill,11241.722248063981,11752.709622975979,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,23,16,16384,4096,spill,11752.709622975979,12263.696997887977,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,24,16,16384,4096,spill,12263.696997887977,12774.684372799975,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,25,16,16384,4096,spill,12774.684372799975,13285.671747711973,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,26,16,16384,4096,spill,13285.671747711973,13796.65912262397,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,27,16,16384,4096,spill,13796.65912262397,14307.646497535969,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,28,16,16384,4096,spill,14307.646497535969,14818.633872447966,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,29,16,16384,4096,spill,14818.633872447966,15329.621247359964,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,30,16,16384,4096,spill,15329.621247359964,15840.608622271962,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,31,16,16384,4096,spill,15840.608622271962,16351.59599718396,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,32,16,16384,4096,spill,16351.59599718396,16862.58337209596,510.9873749119997,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,33,16,16384,4096,spill,16862.58337209596,17373.570747007958,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,34,16,16384,4096,spill,17373.570747007958,17884.558121919956,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,35,16,16384,4096,spill,17884.558121919956,18395.545496831954,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,36,16,16384,4096,spill,18395.545496831954,18906.53287174395,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,37,16,16384,4096,spill,18906.53287174395,19417.52024665595,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,38,16,16384,4096,spill,19417.52024665595,19928.507621567947,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,39,16,16384,4096,spill,19928.507621567947,20439.494996479945,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,40,16,16384,4096,spill,20439.494996479945,20950.482371391943,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,41,16,16384,4096,spill,20950.482371391943,21461.46974630394,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,42,16,16384,4096,spill,21461.46974630394,21972.45712121594,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,43,16,16384,4096,spill,21972.45712121594,22483.444496127937,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,44,16,16384,4096,spill,22483.444496127937,22994.431871039935,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,45,16,16384,4096,spill,22994.431871039935,23505.419245951933,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,46,16,16384,4096,spill,23505.419245951933,24016.40662086393,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c16k,sieve,47,16,16384,4096,spill,24016.40662086393,24527.39399577593,510.9873749119979,471.362048,0.094536,0.8424,471.362048,3.586478912,0.0,0.049608,0.094536,0.8424,0.0,298.850136,0.7045370370370371
b16_c32k,gpu-only,0,16,32768,4096,spill,0.0,22.704142912000002,22.704142912000002,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,1,16,32768,4096,spill,22.704142912000002,45.40828582400001,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,2,16,32768,4096,spill,45.40828582400001,68.11242873600003,22.704142912000016,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,3,16,32768,4096,spill,68.11242873600003,90.81657164800002,22.704142911999995,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,4,16,32768,4096,spill,90.81657164800002,113.52071456000003,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,5,16,32768,4096,spill,113.52071456000003,136.22485747200005,22.704142912000023,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,6,16,32768,4096,spill,136.22485747200005,158.92900038400003,22.70414291199998,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,7,16,32768,4096,spill,158.92900038400003,181.63314329600001,22.70414291199998,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,8,16,32768,4096,spill,181.63314329600001,204.337286208,22.70414291199998,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,9,16,32768,4096,spill,204.337286208,227.04142911999998,22.70414291199998,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,10,16,32768,4096,spill,227.04142911999998,249.74557203199996,22.70414291199998,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,11,16,32768,4096,spill,249.74557203199996,272.449714944,22.704142912000037,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,12,16,32768,4096,spill,272.449714944,295.153857856,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,13,16,32768,4096,spill,295.153857856,317.858000768,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,14,16,32768,4096,spill,317.858000768,340.56214368,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,15,16,32768,4096,spill,340.56214368,363.26628659200003,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,16,16,32768,4096,spill,363.26628659200003,385.97042950400004,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,17,16,32768,4096,spill,385.97042950400004,408.67457241600005,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,18,16,32768,4096,spill,408.67457241600005,431.37871532800006,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,19,16,32768,4096,spill,431.37871532800006,454.08285824000006,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,20,16,32768,4096,spill,454.08285824000006,476.7870011520001,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,21,16,32768,4096,spill,476.7870011520001,499.4911440640001,22.70414291200001,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,22,16,32768,4096,spill,499.4911440640001,522.1952869760003,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,23,16,32768,4096,spill,522.1952869760003,544.8994298880004,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,24,16,32768,4096,spill,544.8994298880004,567.6035728000006,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,25,16,32768,4096,spill,567.6035728000006,590.3077157120008,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,26,16,32768,4096,spill,590.3077157120008,613.011858624001,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,27,16,32768,4096,spill,613.011858624001,635.7160015360012,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,28,16,32768,4096,spill,635.7160015360012,658.4201444480013,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,29,16,32768,4096,spill,658.4201444480013,681.1242873600015,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,30,16,32768,4096,spill,681.1242873600015,703.8284302720017,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,31,16,32768,4096,spill,703.8284302720017,726.5325731840019,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,32,16,32768,4096,spill,726.5325731840019,749.236716096002,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
b16_c32k,gpu-only,33,16,32768,4096,spill,749.236716096002,771.9408590080022,22.70414291200018,1.0327680000000043,0.094536,3.078816,3.078816,3.586478912,3.078816,0.049608,0.094536,3.078816,0.0,2588.866176,0.9191578840697203
