step,start_us,end_us,latency_us
0,0.0,14608.778443776,14608.778443776
1,14608.778443776,29209.637655552,14600.859211776
2,29209.637655552,43833.548003329,14623.910347777
3,43833.548003329,58401.785647106,14568.237643777
4,58401.785647106,73030.823930882,14629.038283776
5,73030.823930882,88147.758406658,15116.934475776
6,88147.758406658,102738.144786434,14590.386379776
7,102738.144786434,117427.89999821,14689.755211776
