design_id,config_id,chunk_count,buffer_slots,policy,layer,layer_start_us,layer_end_us,layer_span_us,attention_latency_us,routing_control_latency_us,expert_latency_us,combine_latency_us,first_partial_ready_offset_us,last_partial_ready_offset_us,first_merge_start_offset_us,last_merge_end_offset_us,gpu_merge_us,cxl_pim_pipeline_us,interpolation
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,21,250848.88675696353,262794.0718406285,11945.185083664983,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088492,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,22,262794.0718406285,274739.25692429347,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,23,274739.25692429347,286684.4420079584,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,24,286684.4420079584,298629.6270916234,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,25,298629.6270916234,310574.81217528833,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,26,310574.81217528833,322519.9972589533,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,27,322519.9972589533,334465.18234261824,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,28,334465.18234261824,346410.3674262832,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,29,346410.3674262832,358355.55250994815,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,30,358355.55250994815,370300.7375936131,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,31,370300.7375936131,382245.92267727805,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,32,382245.92267727805,394191.107760943,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,33,394191.107760943,406136.29284460796,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,34,406136.29284460796,418081.4779282729,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,35,418081.4779282729,430026.66301193787,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,36,430026.66301193787,441971.8480956028,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,37,441971.8480956028,453917.0331792678,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,38,453917.0331792678,465862.2182629327,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,39,465862.2182629327,477807.4033465977,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,40,477807.4033465977,489752.58843026264,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,41,489752.58843026264,501697.7735139276,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,42,501697.7735139276,513642.95859759254,11945.185083664954,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,43,513642.95859759254,525588.1436812574,11945.185083664837,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088463,9309.874076088483,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,44,525588.1436812574,537533.3287649221,11945.18508366472,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088347,9309.874076088308,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,45,537533.3287649221,549478.5138485868,11945.18508366472,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088347,9309.874076088308,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,46,549478.5138485868,561423.6989322515,11945.18508366472,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088347,9309.874076088308,1.19968,9130.145856,0
c2_mac49152_p4,chunks1_slots1,1,1,gpu-only-expert-placement,47,561423.6989322515,573368.8840159163,11945.18508366472,9311.975324088467,3.070016,26.557051456,1.036864,9130.145856,9130.145856,9308.674396088347,9309.874076088308,1.19968,9130.145856,0
c2_mac49152_p4,chunks8_slots1,8,1,gpu-only-expert-placement,0,0.0,11953.582843664917,11953.582843664917,9320.373084088467,3.070016,26.557051456,1.036864,1156.217088,9225.391344,9308.674396088467,9318.271836088465,9.59744,9225.391344,0
c2_mac49152_p4,chunks8_slots1,8,1,gpu-only-expert-placement,1,11953.582843664917,23907.16568732986,11953.582843664943,9320.373084088467,3.070016,26.557051456,1.036864,1156.217088,9225.391344,9308.674396088467,9318.27183608848,9.59744,9225.391344,0
c2_mac49152_p4,chunks8_slots1,8,1,gpu-only-expert-placement,2,23907.16568732986,35860.74853099476,11953.582843664899,9320.373084088467,3.070016,26.557051456,1.036864,1156.217088,9225.391344,9308.674396088467,9318.27183608845,9.59744,9225.391344,0
c2_mac49152_p4,chunks8_slots1,8,1,gpu-only-expert-placement,3,35860.74853099476,47814.33137465966,11953.582843664903,9320.373084088467,3.070016,26.557051456,1.036864,1156.217088,9225.391344,9308.67439608847,9318.271836088454,9.59744,9225.391344,0
c2_mac49152_p4,chunks8_slots1,8,1,gpu-only-expert-placement,4,47814.33137465966,59767.914218324564,11953.582843664903,9320.373084088467,3.070016,26.557051456,1.036864,1156.217088,9225.391344,9308.67439608847,9318.271836088454,9.59744,9225.391344,0
