step,start_us,end_us,latency_us
0,0.0,5609.311104,5609.311104
1,5609.311104,11218.622208,5609.311104
2,11218.622208,16829.116416,5610.494208
3,16829.116416,22440.778752,5611.662336
4,22440.778752,28052.441088001,5611.662336
5,28052.441088001,33665.286528001,5612.84544
6,33665.286528001,39279.315072001,5614.028544
7,39279.315072001,44893.343616,5614.028544
