step,start_us,end_us,latency_us
0,0.0,16108.310565888,16108.310565888
1,16108.310565888,32179.166155776,16070.855589889
2,32179.166155776,48303.805553664,16124.639397888
3,48303.805553664,64444.424343552,16140.618789888
4,64444.424343552,80520.716221439,16076.291877887
5,80520.716221439,96608.789219326,16088.072997887
6,96608.789219326,112731.072393213,16122.283173887
7,112731.072393213,128818.4265431,16087.354149887
