step,start_us,end_us,latency_us
0,0.0,2988.508965888,2988.508965888
1,2988.508965888,5989.246795776,3000.737829888
2,5989.246795776,8942.119793664,2952.872997888
3,8942.119793664,11910.236823552,2968.117029888
4,11910.236823552,15423.93798144,3513.701157888
5,15423.93798144,18392.181731328,2968.243749888
6,18392.181731328,21432.398601216,3040.216869888
7,21432.398601216,24442.562095105,3010.163493889
