step,start_us,end_us,latency_us
0,0.0,5088.214053888,5088.214053888
1,5088.214053888,10120.434379776,5032.220325888
2,10120.434379776,15194.698865664,5074.264485888
3,15194.698865664,20278.744215552,5084.045349888
4,20278.744215552,25376.004925441,5097.260709889
5,25376.004925441,30499.814627329,5123.809701888
6,30499.814627329,35541.192969217,5041.378341888
7,35541.192969217,40613.722927105,5072.529957888
