step,layer,start_us,end_us,latency_us,attention_target,gpu_experts,pim_experts,gpu_expert_tokens,pim_expert_tokens,estimated_policy_objective_us
0,0,0.0,103.316475456,103.316475456,pim,8,0,64,0,69.236544
0,1,103.316475456,206.632950912,103.316475456,pim,8,0,64,0,69.236544
0,2,206.632950912,309.949426368,103.316475456,pim,8,0,64,0,69.236544
0,3,309.949426368,419.226349824,109.276923456,pim,10,0,64,0,69.236544
0,4,419.226349824,525.55799328,106.331643456,pim,9,0,64,0,69.236544
0,5,525.55799328,631.889636736,106.331643456,pim,9,0,64,0,69.236544
0,6,631.889636736,738.221280192,106.331643456,pim,9,0,64,0,69.236544
0,7,738.221280192,841.537755648,103.316475456,pim,8,0,64,0,69.236544
0,8,841.537755648,947.869399104,106.331643456,pim,9,0,64,0,69.236544
0,9,947.869399104,1054.20104256,106.331643456,pim,9,0,64,0,69.236544
0,10,1054.20104256,1160.532686016,106.331643456,pim,9,0,64,0,69.236544
0,11,1160.532686016,1269.809609472,109.276923456,pim,10,0,64,0,69.236544
0,12,1269.809609472,1373.126084928,103.316475456,pim,8,0,64,0,69.236544
0,13,1373.126084928,1479.457728384,106.331643456,pim,9,0,64,0,69.236544
0,14,1479.457728384,1585.78937184,106.331643456,pim,9,0,64,0,69.236544
0,15,1585.78937184,1689.105847296,103.316475456,pim,8,0,64,0,69.236544
0,16,1689.105847296,1795.437490752,106.331643456,pim,9,0,64,0,69.236544
0,17,1795.437490752,1901.769134208,106.331643456,pim,9,0,64,0,69.236544
0,18,1901.769134208,2008.100777664,106.331643456,pim,9,0,64,0,69.236544
0,19,2008.100777664,2114.43242112,106.331643456,pim,9,0,64,0,69.236544
0,20,2114.43242112,2217.748896576,103.316475456,pim,8,0,64,0,69.236544
0,21,2217.748896576,2327.025820032,109.276923456,pim,10,0,64,0,69.236544
0,22,2327.025820032,2433.357463488,106.331643456,pim,9,0,64,0,69.236544
0,23,2433.357463488,2542.634386944,109.276923456,pim,10,0,64,0,69.236544
0,24,2542.634386944,2651.9113104,109.276923456,pim,10,0,64,0,69.236544
0,25,2651.9113104,2758.242953856,106.331643456,pim,9,0,64,0,69.236544
0,26,2758.242953856,2864.574597312,106.331643456,pim,9,0,64,0,69.236544
0,27,2864.574597312,2970.906240768,106.331643456,pim,9,0,64,0,69.236544
0,28,2970.906240768,3077.237884224,106.331643456,pim,9,0,64,0,69.236544
0,29,3077.237884224,3183.56952768,106.331643456,pim,9,0,64,0,69.236544
0,30,3183.56952768,3286.886003136,103.316475456,pim,8,0,64,0,69.236544
0,31,3286.886003136,3390.202478592,103.316475456,pim,8,0,64,0,69.236544
0,32,3390.202478592,3496.534122048,106.331643456,pim,9,0,64,0,69.236544
0,33,3496.534122048,3602.865765504,106.331643456,pim,9,0,64,0,69.236544
0,34,3602.865765504,3712.14268896,109.276923456,pim,10,0,64,0,69.236544
0,35,3712.14268896,3818.474332416,106.331643456,pim,9,0,64,0,69.236544
0,36,3818.474332416,3924.805975872,106.331643456,pim,9,0,64,0,69.236544
0,37,3924.805975872,4028.122451328,103.316475456,pim,8,0,64,0,69.236544
0,38,4028.122451328,4131.438926784,103.316475456,pim,8,0,64,0,69.236544
0,39,4131.438926784,4237.77057024,106.331643456,pim,9,0,64,0,69.236544
0,40,4237.77057024,4344.102213696,106.331643456,pim,9,0,64,0,69.236544
0,41,4344.102213696,4453.379137152,109.276923456,pim,10,0,64,0,69.236544
0,42,4453.379137152,4556.695612608,103.316475456,pim,8,0,64,0,69.236544
0,43,4556.695612608,4665.972536064,109.276923456,pim,10,0,64,0,69.236544
0,44,4665.972536064,4769.28901152,103.316475456,pim,8,0,64,0,69.236544
0,45,4769.28901152,4872.605486976,103.316475456,pim,8,0,64,0,69.236544
0,46,4872.605486976,4981.882410432,109.276923456,pim,10,0,64,0,69.236544
0,47,4981.882410432,5088.214053888,106.331643456,pim,9,0,64,0,69.236544
1,0,5088.214053888,5191.553129344,103.339075456,pim,8,0,64,0,69.261192
1,1,5191.553129344,5294.8922048,103.339075456,pim,8,0,64,0,69.261192
1,2,5294.8922048,5398.231280256,103.339075456,pim,8,0,64,0,69.261192
1,3,5398.231280256,5504.585523712,106.354243456,pim,9,0,64,0,69.261192
1,4,5504.585523712,5607.924599168,103.339075456,pim,8,0,64,0,69.261192
1,5,5607.924599168,5711.263674624,103.339075456,pim,8,0,64,0,69.261192
1,6,5711.263674624,5814.60275008,103.339075456,pim,8,0,64,0,69.261192
1,7,5814.60275008,5917.941825536,103.339075456,pim,8,0,64,0,69.261192
1,8,5917.941825536,6021.280900992,103.339075456,pim,8,0,64,0,69.261192
1,9,6021.280900992,6124.619976448,103.339075456,pim,8,0,64,0,69.261192
1,10,6124.619976448,6227.959051904,103.339075456,pim,8,0,64,0,69.261192
1,11,6227.959051904,6334.31329536,106.354243456,pim,9,0,64,0,69.261192
1,12,6334.31329536,6440.667538816,106.354243456,pim,9,0,64,0,69.261192
1,13,6440.667538816,6544.006614272,103.339075456,pim,8,0,64,0,69.261192
1,14,6544.006614272,6647.345689728,103.339075456,pim,8,0,64,0,69.261192
1,15,6647.345689728,6750.684765184,103.339075456,pim,8,0,64,0,69.261192
1,16,6750.684765184,6854.02384064,103.339075456,pim,8,0,64,0,69.261192
1,17,6854.02384064,6957.362916096,103.339075456,pim,8,0,64,0,69.261192
1,18,6957.362916096,7060.701991552,103.339075456,pim,8,0,64,0,69.261192
1,19,7060.701991552,7164.041067008,103.339075456,pim,8,0,64,0,69.261192
1,20,7164.041067008,7270.395310464,106.354243456,pim,9,0,64,0,69.261192
1,21,7270.395310464,7373.73438592,103.339075456,pim,8,0,64,0,69.261192
1,22,7373.73438592,7477.073461376,103.339075456,pim,8,0,64,0,69.261192
1,23,7477.073461376,7580.412536832,103.339075456,pim,8,0,64,0,69.261192
1,24,7580.412536832,7683.751612288,103.339075456,pim,8,0,64,0,69.261192
1,25,7683.751612288,7787.090687744,103.339075456,pim,8,0,64,0,69.261192
1,26,7787.090687744,7890.4297632,103.339075456,pim,8,0,64,0,69.261192
1,27,7890.4297632,7996.784006656,106.354243456,pim,9,0,64,0,69.261192
1,28,7996.784006656,8103.138250112,106.354243456,pim,9,0,64,0,69.261192
1,29,8103.138250112,8212.437773568,109.299523456,pim,10,0,64,0,69.261192
1,30,8212.437773568,8321.737297024,109.299523456,pim,10,0,64,0,69.261192
1,31,8321.737297024,8428.09154048,106.354243456,pim,9,0,64,0,69.261192
1,32,8428.09154048,8534.445783936,106.354243456,pim,9,0,64,0,69.261192
1,33,8534.445783936,8643.745307392,109.299523456,pim,10,0,64,0,69.261192
1,34,8643.745307392,8753.044830848,109.299523456,pim,10,0,64,0,69.261192
1,35,8753.044830848,8859.399074304,106.354243456,pim,9,0,64,0,69.261192
1,36,8859.399074304,8962.73814976,103.339075456,pim,8,0,64,0,69.261192
1,37,8962.73814976,9066.077225216,103.339075456,pim,8,0,64,0,69.261192
1,38,9066.077225216,9169.416300672,103.339075456,pim,8,0,64,0,69.261192
1,39,9169.416300672,9278.715824128,109.299523456,pim,10,0,64,0,69.261192
1,40,9278.715824128,9385.070067584,106.354243456,pim,9,0,64,0,69.261192
1,41,9385.070067584,9488.40914304,103.339075456,pim,8,0,64,0,69.261192
1,42,9488.40914304,9597.708666496,109.299523456,pim,10,0,64,0,69.261192
1,43,9597.708666496,9704.062909952,106.354243456,pim,9,0,64,0,69.261192
