step,start_us,end_us,latency_us
0,0.0,4849.518885888,4849.518885888
1,4849.518885888,11177.397067776,6327.878181888
2,11177.397067776,17350.122353664,6172.725285888
3,17350.122353664,23347.217559552,5997.095205888
4,23347.217559552,29398.124989441,6050.907429888
5,29398.124989441,35642.600675329,6244.475685888
6,35642.600675329,42855.782409217,7213.181733888
7,42855.782409217,49714.590511105,6858.808101888
