step,start_us,end_us,latency_us
0,0.0,4976.040337216,4976.040337216
1,4976.040337216,9953.483601728,4977.443264512
2,9953.483601728,14921.487706944,4968.004105216
3,14921.487706944,19884.583857728,4963.096150784
4,19884.583857728,24854.499474689,4969.91561696
5,24854.499474689,29815.140041089,4960.6405664
6,29815.140041089,34780.526016385,4965.385975296
7,34780.526016385,39749.752452993,4969.226436608
