step,start_us,end_us,latency_us
0,0.0,14229.702141504,14229.702141504
1,14229.702141504,28460.525619136,14230.823477632
2,28460.525619136,42691.153242944,14230.627623808
3,42691.153242944,56922.919713537,14231.766470592
4,56922.919713537,71155.74401056,14232.824297024
5,71155.74401056,85388.443242366,14232.699231806
6,85388.443242366,99621.921173309,14233.477930943
7,99621.921173309,113856.845505723,14234.924332414
