gpu_prefix_length,gpu_experts,gpu_tokens,pim_tokens,gpu_memory_us,gpu_compute_us,gpu_path_us,pim_path_us,scheduler_us,objective_us,step,layer,selected
16,6;10;22;25;27;32;33;40;43;45;102;103;112;114;117;118,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,3,33,True
16,3;5;30;33;37;45;51;66;69;74;86;98;103;104;108;126,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,3,34,True
16,0;4;8;21;28;47;50;51;58;65;69;78;82;87;89;109,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,3,35,True
16,9;42;47;52;56;65;68;73;92;95;103;110;113;114;116;119,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,3,36,True
16,7;10;31;42;49;65;66;77;82;89;91;99;102;104;113;121,49,15,46.843368,3.205520896,50.048888896,23.140104,20.0,70.048888896,3,37,True
16,0;6;7;8;10;11;16;26;28;55;58;64;82;96;101;105,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,3,38,True
16,3;4;18;33;34;37;48;56;59;61;76;86;98;100;104;123,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,3,39,True
16,12;13;18;19;20;41;43;51;52;80;84;100;105;111;115;119,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,3,40,True
16,2;14;20;35;45;61;66;80;83;97;102;103;113;116;121;124,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,3,41,True
16,5;8;18;27;30;34;36;38;65;71;76;86;93;98;101;102,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,3,42,True
16,2;4;5;6;16;20;26;29;36;40;45;78;87;102;112;127,48,16,46.978152,3.201326592,50.179478592,24.661728,20.0,70.179478592,3,43,True
16,1;13;17;20;30;32;40;48;68;71;79;83;92;98;113;121,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,3,44,True
16,1;4;7;12;20;22;28;32;42;58;63;70;80;84;103;111,48,16,46.978152,3.201326592,50.179478592,24.661728,20.0,70.179478592,3,45,True
16,8;28;31;47;55;61;67;68;75;80;83;98;104;114;115;117,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,3,46,True
16,9;14;26;32;34;36;47;55;66;71;88;99;117;120;123;124,51,13,46.960368,3.213909504,50.174277504,20.0616,20.0,70.174277504,3,47,True
16,0;3;11;12;23;28;41;62;67;77;83;87;110;112;116;124,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,0,True
16,3;7;8;9;10;16;29;45;48;59;67;75;88;101;113;114,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,1,True
16,0;4;6;8;15;24;32;47;59;69;73;76;87;115;121;125,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,2,True
16,1;7;16;40;53;59;62;77;84;90;92;97;106;112;121;127,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,3,True
16,0;1;4;5;6;9;10;12;27;47;77;81;93;104;105;116,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,4,4,True
16,0;1;8;12;13;44;48;56;70;78;95;102;115;117;122;126,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,4,5,True
16,8;13;30;32;34;53;64;71;80;85;86;93;96;103;118;123,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,4,6,True
16,2;3;9;16;18;21;28;38;39;41;45;51;93;98;109;117,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,4,7,True
16,3;6;8;10;14;15;18;20;29;38;43;46;59;103;116;127,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,8,True
16,1;10;18;19;22;32;49;62;81;87;102;104;112;114;117;118,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,4,9,True
16,5;13;14;19;30;32;39;40;53;62;70;86;95;107;108;110,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,4,10,True
16,0;8;16;21;22;23;28;37;39;40;69;70;78;82;101;127,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,4,11,True
16,9;12;14;17;18;24;38;49;56;63;76;79;100;116;118;119,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,4,12,True
16,1;18;24;36;40;41;42;57;64;77;83;91;95;102;109;123,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,13,True
16,0;5;6;8;13;16;18;47;55;57;62;71;82;95;99;107,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,14,True
16,2;6;10;11;18;20;31;35;37;56;59;61;76;79;90;91,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,15,True
16,4;6;11;16;17;18;19;22;29;44;50;70;77;84;114;115,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,16,True
16,0;1;6;18;63;64;65;78;83;84;99;102;103;116;117;120,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,17,True
16,8;12;30;32;34;56;64;71;74;85;93;96;100;103;110;123,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,4,18,True
16,2;3;6;9;16;18;25;28;31;34;39;51;59;60;98;109,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,4,19,True
16,3;6;14;15;18;29;38;43;46;59;94;101;103;106;116;127,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,4,20,True
16,7;10;13;18;19;22;32;49;59;87;102;104;112;114;117;118,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,4,21,True
16,5;13;18;23;32;39;41;43;53;62;69;70;86;95;98;108,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,4,22,True
16,0;6;8;16;21;22;28;39;42;68;69;82;89;96;101;114,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,4,23,True
16,0;14;25;38;50;52;56;63;65;73;97;101;103;113;116;118,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,4,24,True
16,1;2;18;24;25;36;41;42;49;57;77;82;91;104;109;123,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,4,25,True
16,5;7;8;13;15;16;18;23;47;55;60;62;66;71;82;95,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,26,True
16,2;3;6;10;16;18;20;56;59;61;66;76;77;79;90;123,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,27,True
16,4;6;11;16;18;19;22;29;44;50;70;77;84;87;110;115,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,4,28,True
16,0;6;13;15;16;18;63;64;65;83;84;102;103;115;116;120,48,16,46.978152,3.201326592,50.179478592,24.661728,20.0,70.179478592,4,29,True
16,0;8;12;14;27;30;32;34;56;64;74;75;80;96;103;118,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,4,30,True
16,2;3;5;6;16;18;28;34;39;44;51;60;91;98;109;115,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,4,31,True
16,6;9;13;14;15;19;20;27;29;38;43;46;103;106;116;127,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,32,True
16,10;22;25;27;32;35;41;59;77;87;102;104;112;114;117;118,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,4,33,True
16,5;20;23;26;37;62;69;70;86;95;98;103;108;109;110;124,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,34,True
16,0;4;16;21;22;42;55;69;82;89;92;94;97;101;114;116,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,4,35,True
16,0;9;14;17;25;26;38;52;56;67;73;101;103;110;113;116,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,4,36,True
16,1;10;16;18;24;36;41;42;49;57;77;91;95;104;109;123,53,11,47.006544,3.222298112,50.228842112,16.983096,20.0,70.228842112,4,37,True
16,4;5;8;11;15;16;18;47;55;60;71;82;88;93;95;111,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,4,38,True
16,2;3;4;6;14;18;20;22;56;59;61;76;77;90;107;123,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,4,39,True
16,6;12;15;16;18;22;23;29;44;52;70;77;84;110;114;115,49,15,46.843368,3.205520896,50.048888896,23.140104,20.0,70.048888896,4,40,True
16,0;2;6;9;15;16;36;61;63;64;65;85;103;115;120;122,50,14,46.958496,3.2097152,50.1682112,21.583224,20.0,70.1682112,4,41,True
16,5;7;8;14;18;20;24;25;32;49;59;71;76;77;90;126,51,13,46.960368,3.213909504,50.174277504,20.0616,20.0,70.174277504,4,42,True
16,6;8;9;12;18;20;45;47;49;74;78;85;112;121;125;127,50,14,46.958496,3.2097152,50.1682112,21.583224,20.0,70.1682112,4,43,True
16,1;6;11;13;17;30;32;37;73;79;80;84;94;107;110;121,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,4,44,True
16,1;5;7;10;12;16;17;26;47;63;76;82;83;84;86;87,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,4,45,True
16,1;5;7;10;29;45;47;68;71;75;82;83;96;97;123;124,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,4,46,True
16,11;14;15;21;31;35;36;44;47;52;54;59;82;90;121;127,51,13,46.960368,3.213909504,50.174277504,20.0616,20.0,70.174277504,4,47,True
16,0;1;7;8;31;53;68;69;70;81;83;93;107;119;120;126,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,5,0,True
16,3;8;10;13;19;20;34;41;75;76;83;88;91;98;101;113,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,5,1,True
16,6;8;9;10;15;40;47;67;69;84;87;88;116;117;120;123,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,5,2,True
16,1;6;7;9;10;12;16;26;41;53;84;89;90;97;112;127,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,5,3,True
16,0;4;12;13;23;47;76;77;81;85;91;104;105;106;111;124,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,5,4,True
16,4;8;13;17;22;54;61;70;80;82;95;102;111;117;125;126,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,5,5,True
16,4;8;13;16;18;25;30;34;56;63;64;71;80;93;96;105,50,14,46.958496,3.2097152,50.1682112,21.583224,20.0,70.1682112,5,6,True
16,3;9;16;18;21;34;39;49;51;60;72;73;91;98;109;117,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,5,7,True
16,3;14;15;26;28;29;38;43;46;51;59;84;103;116;121;127,50,14,46.958496,3.2097152,50.1682112,21.583224,20.0,70.1682112,5,8,True
16,0;9;10;19;22;43;45;48;49;77;87;104;110;114;117;118,50,14,46.958496,3.2097152,50.1682112,21.583224,20.0,70.1682112,5,9,True
16,5;14;19;23;30;53;61;70;73;74;78;83;98;108;116;123,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,5,10,True
16,7;13;21;23;28;37;47;49;58;61;67;69;70;78;82;86,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,5,11,True
16,9;15;18;25;26;47;52;56;65;68;69;79;97;99;116;120,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,5,12,True
16,4;6;7;14;28;31;36;42;44;55;64;77;82;83;104;121,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,5,13,True
16,0;8;11;27;28;48;55;66;75;79;84;88;90;93;96;107,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,5,14,True
16,4;10;14;16;18;23;31;38;56;59;61;85;90;112;115;123,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,5,15,True
16,1;17;18;20;40;43;52;73;81;84;87;103;105;115;121;124,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,5,16,True
16,1;2;6;14;15;18;21;55;72;78;83;97;102;103;116;120,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,5,17,True
16,8;9;12;13;16;18;21;25;27;30;32;34;56;71;75;110,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,5,18,True
16,3;6;9;16;18;28;29;34;39;45;49;51;59;72;91;109,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,5,19,True
16,3;5;14;15;19;26;28;38;43;46;56;57;65;84;116;127,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,5,20,True
16,9;10;13;19;22;32;43;45;46;49;77;87;96;110;114;117,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,5,21,True
16,0;5;14;30;32;43;53;61;69;70;74;80;98;105;116;123,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,5,22,True
16,4;7;13;21;24;28;49;58;61;67;69;82;89;96;101;102,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,5,23,True
16,9;15;28;47;49;50;56;65;73;79;85;97;99;113;116;120,48,16,46.978152,3.201326592,50.179478592,24.661728,20.0,70.179478592,5,24,True
16,0;6;7;14;26;28;31;32;36;42;77;82;83;91;104;121,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,5,25,True
16,8;19;27;28;48;55;58;66;75;79;82;84;90;91;93;107,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,5,26,True
16,3;4;6;10;14;16;18;19;23;56;59;61;76;90;115;120,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,5,27,True
16,7;8;15;16;17;18;19;20;22;52;67;73;84;105;115;121,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,5,28,True
16,1;2;6;13;14;15;18;19;45;83;97;102;103;116;120;126,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,5,29,True
16,8;13;27;30;32;34;56;63;64;74;75;93;96;105;110;123,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,5,30,True
16,3;6;9;13;18;25;28;59;60;63;72;78;91;98;106;109,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,5,31,True
16,3;14;15;28;29;38;43;56;64;68;74;103;106;116;126;127,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,5,32,True
16,9;10;22;43;45;48;49;77;87;96;102;103;112;114;117;118,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,5,33,True
16,3;5;13;14;30;45;69;74;76;83;86;98;105;108;116;123,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,5,34,True
16,0;3;7;8;13;21;24;28;47;49;58;67;69;82;89;102,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,5,35,True
16,2;8;9;15;23;28;47;56;68;69;73;99;110;116;120;124,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,5,36,True
16,6;7;10;15;16;42;55;65;77;78;79;91;99;104;107;121,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,5,37,True
16,0;5;8;10;11;17;27;28;51;55;58;84;96;108;112;118,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,5,38,True
16,3;4;6;7;10;18;23;35;56;57;59;61;76;86;115;123,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,5,39,True
16,7;8;15;16;17;18;19;20;36;43;52;67;84;105;115;121,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,5,40,True
16,0;1;2;14;15;20;45;52;61;83;90;97;102;103;112;117,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,5,41,True
16,5;18;21;32;34;36;41;54;65;71;74;76;93;101;115;119,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,5,42,True
16,4;5;6;8;9;20;26;36;40;43;45;60;78;87;102;127,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,5,43,True
16,18;20;30;36;38;45;54;69;71;79;81;92;98;107;113;121,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,5,44,True
16,1;2;4;7;11;12;42;46;63;70;80;84;103;111;112;127,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,5,45,True
16,6;8;31;39;47;67;68;75;80;91;97;98;105;114;115;117,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,5,46,True
16,2;20;27;32;34;35;47;52;66;71;73;88;95;117;123;126,46,18,46.93884,3.192937984,50.131777984,27.739296,20.0,70.131777984,5,47,True
16,12;17;21;23;34;48;51;57;71;101;105;106;110;112;123;127,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,0,True
16,3;9;16;20;29;39;46;48;71;75;76;88;91;98;99;114,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,6,1,True
16,0;2;7;15;45;47;66;67;69;76;90;121;122;123;125;126,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,6,2,True
16,1;3;4;5;9;10;16;26;40;53;77;84;90;97;122;127,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,6,3,True
16,0;1;4;10;11;12;13;29;37;48;52;63;77;104;105;111,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,4,True
16,1;7;9;10;11;13;17;51;54;56;95;102;105;111;117;126,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,5,True
16,8;13;14;18;27;30;32;34;48;56;63;71;80;86;93;96,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,6,6,True
16,0;3;5;6;9;18;28;39;60;73;91;97;98;104;109;117,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,6,7,True
16,2;14;15;26;28;38;43;56;59;90;103;109;116;117;126;127,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,6,8,True
16,0;10;12;21;22;32;45;48;49;77;102;103;104;112;114;117,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,6,9,True
16,3;5;23;30;45;53;64;75;76;80;83;97;103;104;108;123,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,6,10,True
16,0;7;8;10;13;16;21;28;47;64;67;78;82;89;102;109,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,6,11,True
16,0;2;9;17;20;56;58;61;63;68;95;110;113;116;119;120,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,12,True
16,0;7;9;10;12;16;21;42;55;64;66;70;77;104;113;119,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,13,True
16,0;5;8;39;47;55;66;84;90;95;96;100;105;107;108;110,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,14,True
16,2;3;6;7;10;14;16;31;35;56;59;69;76;90;95;123,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,6,15,True
16,7;12;13;18;19;43;50;51;52;67;84;103;105;109;115;119,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,16,True
16,0;1;2;15;18;20;21;23;35;66;83;102;103;116;117;120,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,17,True
16,8;12;21;27;30;32;34;51;56;75;85;93;100;102;110;123,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,6,18,True
16,0;3;9;28;34;43;44;59;60;67;73;79;81;98;109;117,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,19,True
16,2;3;4;6;7;14;15;38;42;43;46;57;103;106;116;127,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,6,20,True
16,0;2;10;45;49;77;83;87;96;102;111;112;113;114;117;127,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,6,21,True
16,3;5;13;30;45;53;62;69;80;83;98;104;108;116;119;123,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,6,22,True
16,0;6;21;28;30;64;69;82;85;90;96;101;102;109;114;115,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,6,23,True
16,0;2;9;26;43;49;56;58;65;73;74;113;115;116;118;119,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,24,True
16,0;9;10;12;16;26;27;42;66;77;78;82;91;104;113;125,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,25,True
16,0;8;16;30;47;55;58;66;82;90;95;100;105;107;110;111,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,6,26,True
16,3;6;7;10;14;16;23;35;46;48;56;59;61;71;76;120,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,6,27,True
16,6;7;12;16;17;19;41;50;51;67;84;93;97;105;115;119,31,33,47.121984,3.130023424,50.252007424,50.844768,20.0,70.844768,6,28,True
16,0;1;2;6;15;18;35;66;71;79;83;102;103;116;117;120,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,29,True
16,4;8;12;20;21;27;30;32;56;63;74;85;93;96;102;123,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,30,True
16,3;9;18;28;44;56;60;63;78;86;91;92;97;98;106;117,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,31,True
16,2;3;6;7;8;9;15;28;38;43;57;101;106;116;126;127,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,32,True
16,2;10;12;19;22;23;27;32;45;49;61;102;103;112;117;122,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,6,33,True
16,0;3;5;30;45;66;69;76;80;83;86;98;104;108;110;119,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,6,34,True
16,0;2;3;4;6;7;8;13;21;28;64;67;90;109;113;116,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,6,35,True
16,0;2;8;9;10;32;47;56;58;65;73;105;118;119;120;124,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,36,True
16,0;3;7;9;10;11;20;49;66;78;91;95;99;104;113;125,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,37,True
16,0;8;10;16;17;18;22;26;47;55;64;66;84;88;96;105,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,38,True
16,0;3;4;6;7;10;13;16;56;59;61;69;76;87;98;123,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,6,39,True
16,4;6;7;12;13;15;17;19;43;51;67;84;105;109;115;119,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,6,40,True
16,0;2;6;11;15;20;23;35;66;80;83;90;102;103;115;116,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,41,True
16,4;5;7;18;24;27;34;54;59;71;76;93;98;102;115;126,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,42,True
16,6;9;16;20;29;36;40;45;47;49;60;65;78;81;87;127,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,6,43,True
16,1;6;13;18;20;30;36;38;48;68;79;80;83;92;116;121,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,6,44,True
16,1;4;5;7;12;22;27;42;56;63;70;80;84;87;111;123,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,6,45,True
16,4;7;8;31;44;47;61;68;75;80;91;96;114;115;117;124,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,6,46,True
16,1;11;15;21;22;26;36;47;66;71;88;90;120;123;126;127,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,6,47,True
16,3;8;23;28;29;36;41;62;68;79;87;91;112;124;125;126,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,7,0,True
16,3;4;8;9;11;16;29;45;48;67;68;78;88;90;101;115,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,7,1,True
16,0;4;5;6;15;23;24;47;63;66;71;73;76;119;120;126,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,7,2,True
16,12;16;24;37;40;43;53;58;62;70;79;84;90;92;95;121,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,7,3,True
16,0;1;3;5;6;9;10;11;14;18;27;37;77;101;104;118,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,7,4,True
16,0;5;8;10;12;13;16;48;56;74;78;87;90;95;115;117,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,7,5,True
16,0;5;8;14;16;25;27;30;32;34;50;90;93;100;103;123,33,31,47.081112,3.138412032,50.219524032,47.766264,20.0,70.219524032,7,6,True
16,2;3;9;13;18;21;28;34;39;43;51;67;97;98;103;109,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,7,7,True
16,1;6;15;20;29;38;43;46;59;63;103;106;116;117;126;127,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,7,8,True
16,10;22;25;32;40;41;45;49;61;77;93;103;104;112;114;117,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,7,9,True
16,5;30;33;37;53;80;82;83;95;103;104;108;109;111;119;124,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,7,10,True
16,0;7;8;16;18;21;22;28;51;64;68;78;82;97;114;116,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,7,11,True
16,0;2;9;10;26;38;56;57;58;61;63;76;95;103;116;119,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,7,12,True
16,1;2;6;36;41;42;64;77;84;89;95;104;109;120;123;127,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,7,13,True
16,0;6;7;8;16;18;47;52;55;60;62;88;95;99;107;108,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,7,14,True
16,6;10;20;23;31;35;38;46;56;59;69;76;90;107;113;120,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,7,15,True
16,8;13;18;19;29;30;34;50;67;77;83;84;101;102;110;115,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,7,16,True
16,0;1;14;18;36;53;64;65;78;84;92;102;103;116;117;120,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,7,17,True
16,5;8;30;32;34;56;71;74;85;86;96;100;103;109;110;123,35,29,47.209032,3.14680064,50.35583264,44.688384,20.0,70.35583264,7,18,True
16,2;3;9;19;27;28;34;39;43;51;60;62;91;96;98;109,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,7,19,True
16,3;4;5;6;11;15;29;38;43;68;99;103;106;116;117;127,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,7,20,True
16,10;22;25;32;35;37;40;41;45;49;61;82;112;113;114;117,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,7,21,True
16,1;5;10;23;30;37;53;69;82;86;95;98;108;109;119;124,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,7,22,True
16,0;7;8;14;16;18;21;22;28;42;68;82;96;97;114;116,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,7,23,True
