step,start_us,end_us,latency_us
0,0.0,18480.44928,18480.44928
1,18480.44928,36962.081664,18481.632384
2,36962.081664,55443.714048,18481.632384
3,55443.714048,73926.529536,18482.815488
4,73926.529536,92410.513151999,18483.983615999
5,92410.513151999,110894.496767997,18483.983615998
6,110894.496767997,129379.663487997,18485.166719999
7,129379.663487997,147866.013311999,18486.349824002
