step,start_us,end_us,latency_us
0,0.0,14608.778443776,14608.778443776
1,14608.778443776,29209.637655552,14600.859211776
2,29209.637655552,43833.548003329,14623.910347777
3,43833.548003329,58401.785647106,14568.237643777
4,58401.785647106,73030.823930882,14629.038283776
5,73030.823930882,88108.654584706,15077.830653824
6,88108.654584706,102699.040964482,14590.386379776
7,102699.040964482,117388.796176258,14689.755211776
