step,start_us,end_us,latency_us
0,0.0,3474.351225664,3474.351225664
1,3474.351225664,7365.856164416,3891.504938752
2,7365.856164416,11221.373896512,3855.517732096
3,11221.373896512,15000.163126528,3778.789230016
4,15000.163126528,18719.469316928,3719.3061904
5,18719.469316928,22508.97115488,3789.501837952
6,22508.97115488,26579.190330113,4070.219175232
7,26579.190330113,30551.096427585,3971.906097472
