step,start_us,end_us,latency_us
0,0.0,13537.697829888,13537.697829888
1,13537.697829888,27037.842379776,13500.144549888
2,27037.842379776,40591.672433664,13553.830053888
3,40591.672433664,54161.383575552,13569.711141888
4,54161.383575552,67666.66950144,13505.285925888
5,67666.66950144,81183.638243327,13516.968741887
6,81183.638243327,94734.718857214,13551.080613887
7,94734.718857214,108250.772143101,13516.053285887
