policy,layer_records,dual_row_buffer,total_gpu_blocked_by_pim_cycles,total_gpu_column_issues,total_gpu_contended_us,total_gpu_contention_delta_us,total_gpu_isolated_us,total_pim_blocked_by_gpu_cycles,total_pim_column_issues,total_pim_contended_us,total_pim_contention_delta_us,total_pim_isolated_us,total_pim_queue_wait_cycles,total_pim_row_activations,total_pim_row_conflicts,total_total_memory_phase_us,mean_gpu_blocked_by_pim_cycles,mean_gpu_column_issues,mean_gpu_contended_us,mean_gpu_contention_delta_us,mean_gpu_isolated_us,mean_pim_blocked_by_gpu_cycles,mean_pim_column_issues,mean_pim_contended_us,mean_pim_contention_delta_us,mean_pim_isolated_us,mean_pim_queue_wait_cycles,mean_pim_row_activations,mean_pim_row_conflicts,mean_total_memory_phase_us
gpu-only,96,True,0,1387266048,13969.223424,0.0,13969.223424,0,0,0.0,0.0,0.0,0,0,0,13969.223424,0.0,14450688.0,145.512744,0.0,145.512744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.512744
noexp,96,True,0,1387266048,13969.223424,0.0,13969.223424,0,0,0.0,0.0,0.0,0,0,0,13969.223424,0.0,14450688.0,145.512744,0.0,145.512744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.512744
allexp,96,True,0,0,0.0,0.0,0.0,0,277610496,9459.320832,0.0,9459.320832,675159392256,8675328,8650752,9459.320832,0.0,0.0,0.0,0.0,0.0,0.0,2891776.0,98.534592,0.0,98.534592,7032910336.0,90368.0,90112.0,98.534592
pimoe,96,True,56070144,56623104,519.008256,-0.089856,519.098112,49152,221233152,7540.386048,0.089856,7540.296192,475122475008,6930432,6905856,7540.386048,584064.0,589824.0,5.406336,-0.000936,5.407272,512.0,2304512.0,78.545688,0.000936,78.544752,4949192448.0,72192.0,71936.0,78.545688
sieve,96,True,73752576,905969664,9075.515904,-26.627328,9102.143232,135168,73752576,2516.956416,0.269568,2516.686848,96868306944,2334720,2310144,9075.515904,768256.0,9437184.0,94.536624,-0.277368,94.813992,1408.0,768256.0,26.218296,0.002808,26.215488,1009044864.0,24320.0,24064.0,94.536624
sieve-cycle-v1,96,True,139235328,452984832,4523.710464,-0.808704,4524.519168,159744,143155200,4881.097728,0.359424,4880.738304,245404938240,4497408,4472832,4881.097728,1450368.0,4718592.0,47.121984,-0.008424,47.130408,1664.0,1491200.0,50.844768,0.003744,50.841024,2556301440.0,46848.0,46592.0,50.844768
