step,start_us,end_us,latency_us
0,0.0,3781.908427776,3781.908427776
1,3781.908427776,7555.107735552,3773.199307776
2,7555.107735552,11349.400163328,3794.292427776
3,11349.400163328,15087.229999104,3737.829835776
4,15087.229999104,18885.07058688,3797.840587776
5,18885.07058688,23168.849350656,4283.778763776
6,23168.849350656,26925.290130431,3756.440779776
7,26925.290130431,30780.309854207,3855.019723776
