policy,total_latency_us,mean_step_latency_us,p95_step_latency_us,throughput_request_tokens_per_s,mean_gpu_experts_per_layer,mean_pim_experts_per_layer,gpu_expert_tokens,pim_expert_tokens,memory_feasible
gpu-only,30780.309854207,3847.538731776,4133.713099776,4158.502646863,9.244791667,0.0,49152,0,True
noexp,109747.89999821,13718.487499776,14007.421733376,1166.309332589,9.244791667,0.0,49152,0,True
allexp,173692.679423995,21711.584927999,21715.714502397,736.933763844,0.0,9.244791667,0,49152,True
pimoe,108864.900347906,13608.112543488,13694.404333334,1175.769229485,8.481770833,0.763020833,48651,501,True
sieve,117427.89999821,14678.487499776,14967.421733376,1090.030563452,9.244791667,0.0,49152,0,True
sieve-cycle-v1,115404.063595651,14425.507949457,14491.97565681,1109.146385421,7.216145833,2.028645833,43295,5857,True
sieve-fixed-16-cycle-v1,117388.796176258,14673.599522032,14942.004249107,1090.393667619,9.2109375,0.033854167,49139,13,True
